cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
82.695.370/0001-55;10367886;dobradiÃ§a inox 3Â x 2.1/2 sem parafusos.;247;ROSAURA ELSA TALAMINI BORSATO - EPP;180;UND;1764;1587.6;9.8;8.82;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367910;Eletrocalha perfilado barra 38x38x6m;249;ROSAURA ELSA TALAMINI BORSATO - EPP;200;BR;27800;10998;139;54.99;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380049;Eletroduto FlexÃ­vel Corrugado 25Mm Amarelo Bitola 3/4Â´Â´;251;ROSAURA ELSA TALAMINI BORSATO - EPP;360;M;518.4;460.8;1.44;1.28;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367889;enxada em aÃ§o carbono;254;ROSAURA ELSA TALAMINI BORSATO - EPP;65;UND;195;184.6;3;2.84;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;340100402;ESCADA EM ALUMÃNIO;255;ROSAURA ELSA TALAMINI BORSATO - EPP;117;UND;18696.6;15912;159.8;136;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;340100403;Espuma expansiva de poliuretano;259;ROSAURA ELSA TALAMINI BORSATO - EPP;205;TB;5442.75;4864.65;26.55;23.73;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380052;fechadura auxiliar modelo tetra em inox, acompanha duas chav;260;ROSAURA ELSA TALAMINI BORSATO - EPP;351;UND;14780.61;13302.9;42.11;37.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10114636;Fechadura Interna Cromada;261;ROSAURA ELSA TALAMINI BORSATO - EPP;266;UND;9549.4;7102.2;35.9;26.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302804;fechadura para gaveta 31mm;262;ROSAURA ELSA TALAMINI BORSATO - EPP;285;UND;3277.5;2593.5;11.5;9.1;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;340100404;Fechadura AplicaÃ§Ã£o Porta (MaÃ§aneta Redonda);265;ROSAURA ELSA TALAMINI BORSATO - EPP;350;UND;12565;11165;35.9;31.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380053;ferragens de divisÃ³ria p/ porta;267;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;33300;31616.5;180;170.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302805;ferro chato 1 x 1/4           6m;268;ROSAURA ELSA TALAMINI BORSATO - EPP;220;BR;26400;12958;120;58.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302806;ferro chato 1 x 3/16         6m;269;ROSAURA ELSA TALAMINI BORSATO - EPP;216;BR;21340.8;10346.4;98.8;47.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302808;ferro construÃ§Ã£o 1/2       12m;270;ROSAURA ELSA TALAMINI BORSATO - EPP;205;BR;11955.6;10537;58.32;51.4;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302809;ferro construÃ§Ã£o 1/4       12m;271;ROSAURA ELSA TALAMINI BORSATO - EPP;680;BR;12886;11492;18.95;16.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302813;ferro mecÃ¢nico 1/2          6m;275;ROSAURA ELSA TALAMINI BORSATO - EPP;330;BR;10068.3;9537;30.51;28.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380062;fita antiderrapente 5 cmx5 mt;285;ROSAURA ELSA TALAMINI BORSATO - EPP;80;RL;1760;1584;22;19.8;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367891;fita crepe 19mm x 50mt;286;ROSAURA ELSA TALAMINI BORSATO - EPP;390;RL;1298.7;1049.1;3.33;2.69;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367892;fita crepe 25mm x 50mt;287;ROSAURA ELSA TALAMINI BORSATO - EPP;380;RL;1645.4;1292;4.33;3.4;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367893;fita crepe 50mm x 50mt;288;ROSAURA ELSA TALAMINI BORSATO - EPP;342;RL;2325.6;2093.04;6.8;6.12;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380063;fita dupla face externa 19 mmx2 mts;289;ROSAURA ELSA TALAMINI BORSATO - EPP;200;RL;4400;2780;22;13.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380064;fita dupla face interna 12 mmx2 mts;290;ROSAURA ELSA TALAMINI BORSATO - EPP;170;RL;850;680;5;4;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401740;fita veda rosca 18 x 25 mt;293;ROSAURA ELSA TALAMINI BORSATO - EPP;465;RL;3045.75;1999.5;6.55;4.3;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;340100406;Fossa SÃ©ptica Biodigestor, capacidade 1500 Litros;298;ROSAURA ELSA TALAMINI BORSATO - EPP;22;UND;55000;49500;2500;2250;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380066;Fossa SÃ©ptica Biodigestor, capacidade 325 Litros;299;ROSAURA ELSA TALAMINI BORSATO - EPP;15;UND;24750;22275;1650;1485;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100800869;grampo cabo de aÃ§o 1/4;303;ROSAURA ELSA TALAMINI BORSATO - EPP;40;UND;48;26;1.2;0.65;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;300102096;Grampo cabo de aÃ§o 1/8;304;ROSAURA ELSA TALAMINI BORSATO - EPP;20;UND;16;13;0.8;0.65;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401746;haste telha 1/4 x 300mm c/ porca e arruela;306;ROSAURA ELSA TALAMINI BORSATO - EPP;5800;UND;8700;8236;1.5;1.42;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302836;Impermeabilizante  para argamassa e concreto 3,6 litros;308;ROSAURA ELSA TALAMINI BORSATO - EPP;350;GAL;9100;8190;26;23.4;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380069;interruptor 3 teclas;316;ROSAURA ELSA TALAMINI BORSATO - EPP;70;UND;1155.7;1096.9;16.51;15.67;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367896;janela mad. mista tipo guilhotina c/ veneziana 1,00x1,10m fe;317;ROSAURA ELSA TALAMINI BORSATO - EPP;35;UND;16800;15120;480;432;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;300102121;joelho de cobre 22mm;318;ROSAURA ELSA TALAMINI BORSATO - EPP;170;UND;1550.4;1395.7;9.12;8.21;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302842;joelho hidraÃºlico para esgoto  50 x 45Âº;324;ROSAURA ELSA TALAMINI BORSATO - EPP;410;UND;1230;1107;3;2.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380070;Joelho HidraÃºlico Para Esgoto  50 X 90;325;ROSAURA ELSA TALAMINI BORSATO - EPP;400;UND;932;840;2.33;2.1;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302844;joelho hidraÃºlico para esgoto  75 x 45Âº;326;ROSAURA ELSA TALAMINI BORSATO - EPP;135;UND;913.95;822.15;6.77;6.09;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302845;joelho hidraÃºlico para esgoto  75 x 90Âº;327;ROSAURA ELSA TALAMINI BORSATO - EPP;135;UND;599.4;540;4.44;4;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10371000;JOELHO LR 20 X 1/2;328;ROSAURA ELSA TALAMINI BORSATO - EPP;350;UND;420;371;1.2;1.06;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101400972;JOELHO LR 25 x 1/2;329;ROSAURA ELSA TALAMINI BORSATO - EPP;370;UND;518;458.8;1.4;1.24;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10371001;JOELHO LR 25 X 3/4;330;ROSAURA ELSA TALAMINI BORSATO - EPP;370;UND;703;632.7;1.9;1.71;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401766;joelho LR azul c/ bucha metal 20 x 1/2;331;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;647.5;575.35;3.5;3.11;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401767;joelho LR azul c/ bucha metal 25 x 1/2;332;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;862.1;775.15;4.66;4.19;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401768;joelho LR azul c/ bucha metal 25 x 3/4;333;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;1277.25;1150.5;6.55;5.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380077;LÃ¢mpada bulbo led 9w bivolt branca;357;ROSAURA ELSA TALAMINI BORSATO - EPP;600;UND;5334;3912;8.89;6.52;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367897;lampada ELETRÃNICA 25 wats (economica);358;ROSAURA ELSA TALAMINI BORSATO - EPP;610;UND;6039;5185;9.9;8.5;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10370178;lampada ELETRÃNICA 30 wats (economica);359;ROSAURA ELSA TALAMINI BORSATO - EPP;720;UND;11880;10692;16.5;14.85;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10373693;lampada ELETRÃNICA 40 wats (economica);360;ROSAURA ELSA TALAMINI BORSATO - EPP;380;UND;12540;11286;33;29.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10373670;lampada ELETRÃNICA 45 wats (economica);361;ROSAURA ELSA TALAMINI BORSATO - EPP;745;UND;29055;26149.5;39;35.1;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10373671;lampada ELETRÃNICA 60 wats (economica);362;ROSAURA ELSA TALAMINI BORSATO - EPP;575;UND;30762.5;27686.25;53.5;48.15;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10373672;lampada ELETRÃNICA 65 wats (economica);363;ROSAURA ELSA TALAMINI BORSATO - EPP;595;UND;35045.5;31540.95;58.9;53.01;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10373673;lampada ELETRÃNICA 75 wats (economica);364;ROSAURA ELSA TALAMINI BORSATO - EPP;495;UND;34031.25;30630.6;68.75;61.88;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302858;lÃ¢mpada luz mista com tensÃ£o nominal 220V;368;ROSAURA ELSA TALAMINI BORSATO - EPP;160;UND;2848;2563.2;17.8;16.02;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302859;lÃ¢mpada vapor mercÃºrio 400w E40;369;ROSAURA ELSA TALAMINI BORSATO - EPP;210;UND;7875;7087.5;37.5;33.75;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401736;lavatÃ³rio sem coluna (louÃ§a branca);372;ROSAURA ELSA TALAMINI BORSATO - EPP;138;UND;8280;8114.4;60;58.8;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380086;Lixa Ferro Folhas Com 225X275Mm, GrÃ£o 60.;382;ROSAURA ELSA TALAMINI BORSATO - EPP;620;UND;1661.6;1568.6;2.68;2.53;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302875;lixa rolo  80;384;ROSAURA ELSA TALAMINI BORSATO - EPP;750;M;2505;2235;3.34;2.98;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100800859;Lixa rolo 100;385;ROSAURA ELSA TALAMINI BORSATO - EPP;760;M;2530.8;2280;3.33;3;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;120600208;LIXA ROLO 120;386;ROSAURA ELSA TALAMINI BORSATO - EPP;750;M;2497.5;2250;3.33;3;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100800860;Lixa rolo 150;387;ROSAURA ELSA TALAMINI BORSATO - EPP;730;M;2430.9;2190;3.33;3;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100800861;Lixa rolo 220;388;ROSAURA ELSA TALAMINI BORSATO - EPP;730;M;3095.2;2788.6;4.24;3.82;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400547;Luva de cobre 22mm;391;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;1924.65;1538.55;9.87;7.89;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380093;luva de correr pvc soldÃ¡vel 20mm;397;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;1276.5;1148.85;6.9;6.21;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380094;luva de correr pvc soldÃ¡vel 25mm;398;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;1850;1665;10;9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380095;luva de correr pvc soldÃ¡vel 32mm;399;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;2310.65;2079.4;12.49;11.24;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380097;luva de correr pvc soldÃ¡vel 40mm;400;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;2738;2464.2;14.8;13.32;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380098;luva de correr pvc soldÃ¡vel 50mm;401;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;3496.5;3146.85;18.9;17.01;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380099;luva de correr pvc soldÃ¡vel 60mm;402;ROSAURA ELSA TALAMINI BORSATO - EPP;175;UND;4180.75;3762.5;23.89;21.5;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400549;Luva eletroduto 1 preta;403;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;323.7;306.15;1.66;1.57;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302885;luva eletroduto 1.1/2 preta;404;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;507;475.8;2.6;2.44;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302886;luva eletroduto 1/2 preta;405;ROSAURA ELSA TALAMINI BORSATO - EPP;200;UND;160;150;0.8;0.75;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302887;luva eletroduto 2Â preta;406;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;1131;1072.5;5.8;5.5;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400552;Luva eletroduto 3/4 preta;407;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;259.35;239.85;1.33;1.23;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302888;luva esgoto  40mm;408;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;246;231.65;1.2;1.13;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400555;Luva esgoto 150mm;412;ROSAURA ELSA TALAMINI BORSATO - EPP;180;UND;216;190.8;1.2;1.06;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302894;luva LR 25 x 1/2;414;ROSAURA ELSA TALAMINI BORSATO - EPP;210;UND;273;245.7;1.3;1.17;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10109797;LUVA SOLDÃVEL 20MM;419;ROSAURA ELSA TALAMINI BORSATO - EPP;325;UND;227.5;198.25;0.7;0.61;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10103278;LUVA SOLDAVEL 25MM;420;ROSAURA ELSA TALAMINI BORSATO - EPP;445;UND;400.5;360.45;0.9;0.81;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;80800044;Luva soldÃ¡vel 32mm;421;ROSAURA ELSA TALAMINI BORSATO - EPP;325;UND;845;760.5;2.6;2.34;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400568;Luva soldavel 40mm;422;ROSAURA ELSA TALAMINI BORSATO - EPP;345;UND;1345.5;1210.95;3.9;3.51;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400569;Luva soldavel 50mm;423;ROSAURA ELSA TALAMINI BORSATO - EPP;365;UND;3942;3536.85;10.8;9.69;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10119430;Luva soldÃ¡vel 60mm;424;ROSAURA ELSA TALAMINI BORSATO - EPP;360;UND;17640;15876;49;44.1;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;100400571;Madeirite cola fenolica 1,10m x 2,20m x 12mm;425;ROSAURA ELSA TALAMINI BORSATO - EPP;210;UND;1593.9;1272.6;7.59;6.06;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380100;mangueira de gÃ¡s P13 tranÃ§ada inmetro;426;ROSAURA ELSA TALAMINI BORSATO - EPP;195;UND;1480.05;1404;7.59;7.2;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;110200050;Mangueira gÃ¡s 1,25m tranÃ§ada;427;ROSAURA ELSA TALAMINI BORSATO - EPP;620;UND;3453.4;3273.6;5.57;5.28;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367902;mangueira jardim 20mt 1/2 (borracha);428;ROSAURA ELSA TALAMINI BORSATO - EPP;140;RL;812;770;5.8;5.5;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;110200052;Mangueira jardim 3/4 x 2,5mm;429;ROSAURA ELSA TALAMINI BORSATO - EPP;980;M;79380;2842;81;2.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302898;mangueira jardim 30m 1/2 (borracha);430;ROSAURA ELSA TALAMINI BORSATO - EPP;200;RL;260;246;1.3;1.23;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367905;mangueira preta 3/4 x 1,5mm;433;ROSAURA ELSA TALAMINI BORSATO - EPP;575;M;56350;1552.5;98;2.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380102;Mangueira reforÃ§ada para gÃ¡s GLP p13 com rosca interna;435;ROSAURA ELSA TALAMINI BORSATO - EPP;174;M;24012;8856.6;138;50.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10376518;Mangueira reforÃ§ada para gÃ¡s GLP p45 com rosca externa;436;ROSAURA ELSA TALAMINI BORSATO - EPP;142;M;19596;8505.8;138;59.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10376517;Mangueira reforÃ§ada para gÃ¡s GLP p45 com rosca interna;437;ROSAURA ELSA TALAMINI BORSATO - EPP;187;M;25806;11201.3;138;59.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10376512;MÃ£o-francesa reforÃ§ada 10cm;441;ROSAURA ELSA TALAMINI BORSATO - EPP;350;UND;2187.5;1970.5;6.25;5.63;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10376511;MÃ£o-francesa reforÃ§ada 20cm;442;ROSAURA ELSA TALAMINI BORSATO - EPP;320;UND;3148.8;2240;9.84;7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380103;MÃ£o-francesa reforÃ§ada 30cm;443;ROSAURA ELSA TALAMINI BORSATO - EPP;250;UND;3200;1925;12.8;7.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10376510;MÃ£o-francesa reforÃ§ada 40cm;444;ROSAURA ELSA TALAMINI BORSATO - EPP;320;UND;4160;2784;13;8.7;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302901;marco cedro 0,60 x 2,10 x 0,16;445;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;23617.1;22434.95;127.66;121.27;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302902;marco cedro 0,70 x 2,10 x 0,16;446;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;23617.1;21254.65;127.66;114.89;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10302904;martelo carpinteiro tipo unha;448;ROSAURA ELSA TALAMINI BORSATO - EPP;111;UND;5149.29;3207.9;46.39;28.9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380104;Massa Pronta para assentamentos de blocos de concreto e cerÃ¢;452;ROSAURA ELSA TALAMINI BORSATO - EPP;1030;SC;10300;9270;10;9;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10109536;NIPEL 1/2;457;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;241.9;227.55;1.18;1.11;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380106;nipel roscÃ¡vel 1;458;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;512.5;485.85;2.5;2.37;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380107;nipel roscÃ¡vel 1.1/2;459;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;1332.5;1264.85;6.5;6.17;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10377847;NIPEL ROSCAVEL 1/2;460;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;164;153.75;0.8;0.75;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380108;nipel roscÃ¡vel 2;461;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;2644.5;2511.25;12.9;12.25;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380109;nipel roscÃ¡vel 2.1/2;462;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;4577.65;4346;22.33;21.2;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380110;nipel roscÃ¡vel 3/4;463;ROSAURA ELSA TALAMINI BORSATO - EPP;205;UND;266.5;252.15;1.3;1.23;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380112;Parafusadeira e furadeira Ã  bateria: mandril sem chave 1/2;465;ROSAURA ELSA TALAMINI BORSATO - EPP;20;UND;11760;10584;588;529.2;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367906;parafuso flangeado agulha 4,2 x 13 (forro);469;ROSAURA ELSA TALAMINI BORSATO - EPP;10800;UND;756;648;0.07;0.06;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10367907;parafuso fz 4,2 x 32;470;ROSAURA ELSA TALAMINI BORSATO - EPP;7000;UND;630;560;0.09;0.08;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401513;Parafuso fz 4,2 x 38;471;ROSAURA ELSA TALAMINI BORSATO - EPP;6600;UND;924;792;0.14;0.12;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401514;Parafuso fz 4,8 x 50mm;472;ROSAURA ELSA TALAMINI BORSATO - EPP;6700;UND;2144;1943;0.32;0.29;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;101401516;Parafuso fz 6,1 x 75mm;473;ROSAURA ELSA TALAMINI BORSATO - EPP;6600;UND;2640;2376;0.4;0.36;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380114;Parafuso: cabeÃ§a chata;477;ROSAURA ELSA TALAMINI BORSATO - EPP;2310;UND;112959;101663.1;48.9;44.01;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380114;Parafuso: cabeÃ§a chata;478;ROSAURA ELSA TALAMINI BORSATO - EPP;770;UND;37653;29876;48.9;38.8;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10100266;PEDRA DE ALICERCE;479;ROSAURA ELSA TALAMINI BORSATO - EPP;650;M;11700;10530;18;16.2;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380115;Pincel 1.1/2Â;480;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;1147;1028.6;6.2;5.56;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380116;Pincel 1Â;481;ROSAURA ELSA TALAMINI BORSATO - EPP;185;UND;786.25;693.75;4.25;3.75;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380117;Pincel 2.1/2Â;482;ROSAURA ELSA TALAMINI BORSATO - EPP;180;UND;1404;1258.2;7.8;6.99;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380118;Pincel 3Â;483;ROSAURA ELSA TALAMINI BORSATO - EPP;150;UND;1732.5;1500;11.55;10;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
82.695.370/0001-55;10380119;Pincel 4Â;484;ROSAURA ELSA TALAMINI BORSATO - EPP;145;UND;1916.9;1590.65;13.22;10.97;itensVencedores_0fefe488-39be-44e6-be48-797786b14e3e.csv
