descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
BUCHA 370060543;1301083;1032;10;ATIVO;UNIDADE;426.7;42.67;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CALÃO 219000155;1301084;1029;12;ATIVO;UNIDADE;35.76;2.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PARAFUSO 210003900;1301085;1027;16;ATIVO;UNIDADE;134.88;8.43;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RODA GUIA 27000063B;1301086;1020;2;ATIVO;UNIDADE;4445.12;2222.56;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM 10400047A;1301087;986;2;ATIVO;UNIDADE;706.36;353.18;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JUNTA ESCAPE 6508902A0034;1301088;927;2;ATIVO;UNIDADE;250.72;125.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SUPORTE 27100026;1301089;959;4;ATIVO;UNIDADE;1361;340.25;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TIRANTE 219000471;1301090;1135;8;ATIVO;UNIDADE;833.44;104.18;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA DE BRONZE 219000034;1301091;1127;8;ATIVO;UNIDADE;222.24;27.78;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 219000043;1301092;1123;4;ATIVO;UNIDADE;158.76;39.69;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 219000682;1301093;1119;32;ATIVO;UNIDADE;222.4;6.95;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PRISIONEIRO RODA TRASEIRA 219000481;1301094;1118;40;ATIVO;UNIDADE;317.6;7.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SEMI EIXO LONGO 219001011;1301095;1145;2;ATIVO;UNIDADE;807.66;403.83;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MOTOR LIMPADOR 219001086;1301096;1060;2;ATIVO;UNIDADE;1569.68;784.84;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
POLIA DENTADA 219001576;1301097;1078;2;ATIVO;UNIDADE;714.4;357.2;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO 219000480;1301098;1104;16;ATIVO;UNIDADE;2213.12;138.32;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR DA BOMBA 219000511;1301099;1083;4;ATIVO;UNIDADE;230.2;57.55;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TAMPA OLEO MOTOR 65018105011;1301112;920;2;ATIVO;UNIDADE;137.3;68.65;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR ZTAM00191;1303015;1262;4;ATIVO;UNIDADE;847.08;211.77;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ANEL ZTAM00221;1303016;1271;6;ATIVO;UNIDADE;220.74;36.79;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM ZTAM00181;1303017;1266;6;ATIVO;UNIDADE;769.56;128.26;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SINALEIRA LATERAL 219000335;1303018;1195;8;ATIVO;UNIDADE;357.2;44.65;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ORBITROL 2190000027;1303019;1189;1;ATIVO;UNIDADE;1952.68;1952.68;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CILINDRO DA CONCHA DIANTEIRA 219000011;1303020;1184;2;ATIVO;UNIDADE;2611.52;1305.76;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO 41L710010;1303021;1230;8;ATIVO;UNIDADE;2704.32;338.04;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 41LF10160;1303022;1228;4;ATIVO;UNIDADE;258.52;64.63;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA HIDRAULICA 31LF00400;1303023;1213;1;ATIVO;UNIDADE;2907.14;2907.14;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TUBO  11LF50520;1303024;1209;1;ATIVO;UNIDADE;303.24;303.24;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA DAGUA 3800984;1303035;1305;2;ATIVO;UNIDADE;1222.9;611.45;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO AGULHAS 5117539;1303113;2768;2;ATIVO;UNIDADE;176.9;88.45;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO EMBREAGEM 5189825;1303114;2764;1;ATIVO;UNIDADE;1687.9;1687.9;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
Rolamento Diferencial 24903480;1303115;2761;2;ATIVO;UNIDADE;599.86;299.93;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PLACA SEPARADORA 5130785;1303116;2751;3;ATIVO;UNIDADE;278.67;92.89;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CILINDRO MESTRE 80249700;1303124;2866;2;ATIVO;UNIDADE;594.88;297.44;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
EIXO LATERAL 651210;1303125;2865;1;ATIVO;UNIDADE;1167.19;1167.19;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT EMBREAGEM 83063610;1303126;2859;1;ATIVO;UNIDADE;2037.91;2037.91;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BRAÃO DIRECIONAL 81948200;1303127;2856;2;ATIVO;UNIDADE;739.18;369.59;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO LATERAL 212226;1303128;2880;2;ATIVO;UNIDADE;688.14;344.07;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 4997203;1303129;2791;6;ATIVO;UNIDADE;524.76;87.46;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT DIFERENCIAL 73401126;1303130;2788;1;ATIVO;UNIDADE;2394;2394;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SILENCIOSO 81000800;1303131;2841;1;ATIVO;UNIDADE;167.37;167.37;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO K9007392;1303134;1006;4;ATIVO;UNIDADE;1611.72;402.93;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO 121600017;1303135;1001;6;ATIVO;UNIDADE;752.16;125.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO K9007388;1303136;998;8;ATIVO;UNIDADE;811.84;101.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINHÃO 21121248E;1303137;993;1;ATIVO;UNIDADE;1412.73;1412.73;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO 10900174;1303138;989;2;ATIVO;UNIDADE;1106.3;553.15;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 370060045;1303139;1042;2;ATIVO;UNIDADE;499.08;249.54;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA K1037849A;1303140;981;4;ATIVO;UNIDADE;712.32;178.08;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO DA CONCHA 370060127;1303141;1049;2;ATIVO;UNIDADE;201.42;100.71;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BRAÃO DIREÃÃO COMPLETO 219000970;1303142;1133;4;ATIVO;UNIDADE;1119.24;279.81;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PORCA 210007076;1303143;1140;2;ATIVO;UNIDADE;89.3;44.65;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PORTA ENGRENAGENS 219001027;1303144;1162;4;ATIVO;UNIDADE;2286.08;571.52;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ARRUELA 210007072;1303145;1150;6;ATIVO;UNIDADE;47.64;7.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ARTICULAÃÃO 219001012;1303146;1146;2;ATIVO;UNIDADE;386.96;193.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CREMALHEIRA 9.225.0.375.002.4;1303147;1068;2;ATIVO;UNIDADE;373.08;186.54;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
AMORTECEDOR CAPÃ 219000446;1303148;1061;4;ATIVO;UNIDADE;809.64;202.41;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 370060038;1303149;1050;8;ATIVO;UNIDADE;392.88;49.11;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TUBO 370260040;1303150;1095;2;ATIVO;UNIDADE;242.1;121.05;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO 219000635;1303151;1087;24;ATIVO;UNIDADE;666.72;27.78;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PLACA 219000634;1303152;1086;28;ATIVO;UNIDADE;638.96;22.82;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TURBINA 219001943;1303153;1079;1;ATIVO;UNIDADE;2469.63;2469.63;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
FLANGE ZGAQ01445;1305066;1251;2;ATIVO;UNIDADE;680.06;340.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TAMBOR ZGAQ01937;1305067;1249;1;ATIVO;UNIDADE;2207.2;2207.2;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO ZGAQ00769;1305068;1245;4;ATIVO;UNIDADE;668.12;167.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 81L720090;1305069;1242;2;ATIVO;UNIDADE;349.98;174.99;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JUNTA CABEÃOTE 4932210;1305070;1287;2;ATIVO;UNIDADE;640.28;320.14;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 41L710020;1305071;1231;2;ATIVO;UNIDADE;634.32;317.16;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TROCADOR DE CALOR 219000858;1305072;1180;1;ATIVO;UNIDADE;1143.03;1143.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VALVULA DE RETENÃÃO 219001476;1305073;1176;2;ATIVO;UNIDADE;1535.96;767.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 31YC13160;1305074;1222;2;ATIVO;UNIDADE;222.7;111.35;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO DIREÃÃO 31Y204011;1305075;1216;2;ATIVO;UNIDADE;1121.5;560.75;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DEFLETOR 11LF30291;1305084;1310;1;ATIVO;UNIDADE;952.48;952.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ALAVANCA 5167202;1305152;2746;2;ATIVO;UNIDADE;173.92;86.96;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO DO EIXO 651102;1305167;2867;4;ATIVO;UNIDADE;288.6;72.15;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 83436310;1305168;2852;4;ATIVO;UNIDADE;323.96;80.99;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COROA DENTADA 5125064;1305174;2790;2;ATIVO;UNIDADE;1975.48;987.74;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JG PISTÃES K9007406;1305179;994;1;ATIVO;UNIDADE;1693.29;1693.29;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 21801254;1305180;990;4;ATIVO;UNIDADE;63.68;15.92;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 370060495;1305181;1043;2;ATIVO;UNIDADE;386.96;193.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO INFERIOR 370060010;1305182;1039;2;ATIVO;UNIDADE;324.46;162.23;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO SUPERIOR 370060180;1305183;1031;4;ATIVO;UNIDADE;646.92;161.73;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JG REPARO ESTICADOR K9006882;1305184;1021;4;ATIVO;UNIDADE;378.04;94.51;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO LATERAL SUPERIOR 90300071B;1305185;948;1;ATIVO;UNIDADE;602.9;602.9;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO TRASEIRO 90300075;1305186;945;1;ATIVO;UNIDADE;780.98;780.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA INJETORA 65111017420A;1305187;929;1;ATIVO;UNIDADE;5899.64;5899.64;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JUNTA ADMISSÃO 65089010028;1305188;926;2;ATIVO;UNIDADE;284.54;142.27;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA K1037851A;1305189;983;4;ATIVO;UNIDADE;529.28;132.32;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ARRUELA S5102903;1305190;973;14;ATIVO;UNIDADE;278.6;19.9;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA K1037847A;1305191;971;8;ATIVO;UNIDADE;1209.76;151.22;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 21232187E;1305192;970;2;ATIVO;UNIDADE;557.14;278.57;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO DA LANÃA 21232185G;1305193;966;1;ATIVO;UNIDADE;758.1;758.1;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CUBO RODA TRASEIRO 219000668;1305194;1115;2;ATIVO;UNIDADE;1131.12;565.56;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 219001342;1305195;1113;8;ATIVO;UNIDADE;1714.56;214.32;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PRESILHA 219000285;1305196;1165;16;ATIVO;UNIDADE;95.2;5.95;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM ANELAR 219001020;1305197;1158;4;ATIVO;UNIDADE;758.04;189.51;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA DE ÃLEO 9.610.8.730.001.6;1305198;1070;2;ATIVO;UNIDADE;984.28;492.14;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
POLIA LISA 219001256;1305199;1077;2;ATIVO;UNIDADE;841.4;420.7;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RADIADOR 219000857;1305200;1097;2;ATIVO;UNIDADE;5076.18;2538.09;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO 219000565;1305201;1084;2;ATIVO;UNIDADE;148.84;74.42;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VARETA NIVEL OLEO 65058055222A;1305215;921;2;ATIVO;UNIDADE;204.94;102.47;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TAMPA 219001077;1305223;1171;2;ATIVO;UNIDADE;277.82;138.91;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ANEL ZTAM00068;1307104;1254;4;ATIVO;UNIDADE;286.32;71.58;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO FRONTAL 71LF01191;1307105;1235;1;ATIVO;UNIDADE;700.93;700.93;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VALVULA TERMOSTATICA 4929641;1307106;1288;2;ATIVO;UNIDADE;270.44;135.22;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 61LB15050;1307107;1279;2;ATIVO;UNIDADE;377.8;188.9;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
EIXO ZTAM00195;1307108;1267;2;ATIVO;UNIDADE;1785.64;892.82;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CREMALHEIRA 3905427;1307109;1293;2;ATIVO;UNIDADE;761.58;380.79;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CAMISA CILINDRO DE LEVANTE 219001381;1307110;1186;2;ATIVO;UNIDADE;1474.44;737.22;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO PROFUNDIDADE 219001351;1307111;1179;2;ATIVO;UNIDADE;1004.12;502.06;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO CAÃAMBA 31Y208000;1307112;1225;2;ATIVO;UNIDADE;2018.3;1009.15;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO LEVANTE 31Y209130;1307113;1220;2;ATIVO;UNIDADE;2974.74;1487.37;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CABO ACELERADOR 84203537;1307183;2745;2;ATIVO;UNIDADE;314.26;157.13;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 5133799;1307184;2743;4;ATIVO;UNIDADE;209.52;52.38;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DISCO FREIO 5118101;1307187;2750;3;ATIVO;UNIDADE;342.42;114.14;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PEDAL 87520950;1307188;2775;1;ATIVO;UNIDADE;1157.72;1157.72;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO ESFERICO 24905130;1307189;2773;2;ATIVO;UNIDADE;269.12;134.56;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PISTAO FREIO 5191350;1307190;2749;2;ATIVO;UNIDADE;1070.26;535.13;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CARCAÃA EIXO TRASEIRO L.D. 83325800;1307195;2870;1;ATIVO;UNIDADE;2007.48;2007.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PORTA PLANETARIA 81945000;1307196;2862;2;ATIVO;UNIDADE;2862.5;1431.25;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HELICE 82655300;1307197;2843;1;ATIVO;UNIDADE;273.39;273.39;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CARCAÃA TRANSMISSÃO L.D. 83336200;1307199;2875;1;ATIVO;UNIDADE;2128.72;2128.72;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MAO DE OBRA MECANICA;1307201;2796;100;ATIVO;HORAS;9536;95.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PONTA EIXO 5173735;1307202;2792;1;ATIVO;UNIDADE;2851.06;2851.06;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
GARFO 5174202;1307203;2786;1;ATIVO;UNIDADE;1851.95;1851.95;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HASTE CILINDRO DA CONCHA K9001869A;1307209;1012;1;ATIVO;UNIDADE;1358.01;1358.01;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
SAPATA K1045478;1307210;997;49;ATIVO;UNIDADE;8482.39;173.11;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CORREIA 21061019D18;1307211;1018;2;ATIVO;UNIDADE;208.92;104.46;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO CENTRAL 370060047;1307212;1044;2;ATIVO;UNIDADE;265.92;132.96;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO DA LANÃA 370060032;1307213;1040;4;ATIVO;UNIDADE;744.16;186.04;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CALÃO 219000156;1307214;1028;12;ATIVO;UNIDADE;35.76;2.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 370060122;1307215;1046;4;ATIVO;UNIDADE;111.12;27.78;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO FRONTAL INFERIOR 90300074A;1307216;947;1;ATIVO;UNIDADE;408.9;408.9;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO L.E. TRASEIRO 90300073A;1307217;944;1;ATIVO;UNIDADE;461.62;461.62;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO L.D. 90300072A;1307218;943;1;ATIVO;UNIDADE;644.68;644.68;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TUBO ENTRADA K1045900;1307219;938;2;ATIVO;UNIDADE;380.04;190.02;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PARAFUSO RODA MOTRIZ 12000050B;1307220;954;90;ATIVO;UNIDADE;1342.8;14.92;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO  K1007253B;1307221;967;2;ATIVO;UNIDADE;1774.86;887.43;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT DE VEDAÃÃO K1038790KT;1307222;965;2;ATIVO;UNIDADE;618.82;309.41;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MOLA DA ESTEIRA 21291236;1307223;960;2;ATIVO;UNIDADE;3153.78;1576.89;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DUOCONE 21809020;1307224;955;4;ATIVO;UNIDADE;752.12;188.03;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO INFERIOR 219000045;1307225;1132;4;ATIVO;UNIDADE;539.76;134.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO SUPERIOR 219000795;1307226;1131;4;ATIVO;UNIDADE;539.76;134.94;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM RODA TRASEIRA 219000692;1307227;1120;18;ATIVO;UNIDADE;3268.44;181.58;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COROA E PINHÃO DIANTEIRA 219000980;1307228;1139;2;ATIVO;UNIDADE;3893.46;1946.73;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ANEL TRAVA 219001022;1307229;1160;12;ATIVO;UNIDADE;17.88;1.49;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ANEL ORING 219000499;1307230;1157;4;ATIVO;UNIDADE;19.84;4.96;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO DA CONCHA 370060052;1307231;1048;2;ATIVO;UNIDADE;257.98;128.99;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA INJETORA 219001460;1307232;1072;2;ATIVO;UNIDADE;7687.7;3843.85;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BOMBA ALIMENTADORA 219001451;1307233;1071;4;ATIVO;UNIDADE;984.28;246.07;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RESERVATÃRIO DAGUA 219000436;1307234;1064;2;ATIVO;UNIDADE;828.5;414.25;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PISTÃO DE FREIO 219000744;1307235;1107;4;ATIVO;UNIDADE;2670.24;667.56;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CARDÃ DIANTEIRO 219000057;1307236;1100;2;ATIVO;UNIDADE;2004.28;1002.14;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
TUBO SAÃDA 370260050;1307237;1096;2;ATIVO;UNIDADE;450.46;225.23;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ENGRENAGEM ZTAM00148;1309123;1260;4;ATIVO;UNIDADE;1030.04;257.51;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COROA E PINHAO EIXO DIANTEIRO ZTAM00144;1309124;1256;1;ATIVO;UNIDADE;2881.29;2881.29;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PISTAO ZGAQ01938;1309125;1248;2;ATIVO;UNIDADE;383.78;191.89;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VIDRO FRONTAL L.E 71LF02101;1309126;1236;1;ATIVO;UNIDADE;779.48;779.48;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO ZTAM00189;1309127;1263;4;ATIVO;UNIDADE;586.6;146.65;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JG REPARO CILINDRO LANÃA/PROFUNDIDADE 219000081;1309128;1178;4;ATIVO;UNIDADE;325.44;81.36;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA 31YC13050;1309129;1223;4;ATIVO;UNIDADE;326.12;81.53;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
VALVULA DE FREIO 31LH40041;1309130;1215;1;ATIVO;UNIDADE;1458.54;1458.54;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PINO 31LF30320;1309131;1212;4;ATIVO;UNIDADE;608.48;152.12;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
HELICE 11LD30281;1309132;1204;1;ATIVO;UNIDADE;870.95;870.95;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 84482108;1309212;2742;4;ATIVO;UNIDADE;138.36;34.59;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CILINDRO MESTRE 82018664;1309215;2747;2;ATIVO;UNIDADE;901.26;450.63;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ROLAMENTO ESFERICO 26794660;1309216;2772;2;ATIVO;UNIDADE;281.64;140.82;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
GUIA 5167184;1309217;2756;1;ATIVO;UNIDADE;539.08;539.08;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RADIADOR OLEO 83287010;1309224;2864;1;ATIVO;UNIDADE;1338.98;1338.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CUBO DIANTEIRO 84104200;1309225;2851;2;ATIVO;UNIDADE;1139.7;569.85;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MAO DE OBRA MECANICA;1309228;2881;100;ATIVO;HORAS;10847;108.47;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RETENTOR 5123205;1309229;2795;2;ATIVO;UNIDADE;390.36;195.18;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
GARFO 5127387;1309230;2787;1;ATIVO;UNIDADE;1657.27;1657.27;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COXIM 218002035;1309235;1030;16;ATIVO;UNIDADE;285.76;17.86;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
MAO DE OBRA MECANICA;1309236;1022;300;ATIVO;HORAS;32832;109.44;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
CORREIA AR CONDICIONADO 21061019D10;1309237;952;2;ATIVO;UNIDADE;318.36;159.18;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
ABRAÃADEIRA 21241509D1;1309238;951;16;ATIVO;UNIDADE;143.2;8.95;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
DUOCONE 21809005B;1309239;963;16;ATIVO;UNIDADE;636.8;39.8;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
JG REPARO DIREÃÃO 219000031;1309240;1138;4;ATIVO;UNIDADE;166.68;41.67;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
PONTEIRA 219000971;1309241;1134;8;ATIVO;UNIDADE;658.8;82.35;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
EIXO 219000730;1309242;1121;4;ATIVO;UNIDADE;1027.92;256.98;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
KIT DIFERENCIAL DIANTEIRO 219001001;1309243;1142;2;ATIVO;UNIDADE;2133.26;1066.63;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
RODA TRASEIRA 219000016;1309244;1164;2;ATIVO;UNIDADE;3141.36;1570.68;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
COROA ANELAR 219001021;1309245;1159;4;ATIVO;UNIDADE;1309.72;327.43;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
BUCHA GUIA 219001016;1309246;1156;24;ATIVO;UNIDADE;381.12;15.88;itens_0604917e-2af5-4b59-9661-725d87b6b446.csv
