cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
77.891.653/0001-32;10368986;FITA KREPP 50MT X 25MM;38;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;RL;66;66;5.5;5.5;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372413;Fita krepp 50mt x 50mm;39;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;108;108;9;9;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100851;FITA PRA DEMARCAÃÃO AMARELA/PRETA 70X200MT;40;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;73.5;73.5;12.25;12.25;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100852;GLIFOSATO 1000ML PRONTO USO MADEMATO;41;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;114.54;114.54;19.09;19.09;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100853;ILUMI - 2 TECLAS SIMPLES 6A 250C-STYLUS;42;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;99.12;99.12;8.26;8.26;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383951;ILUMI - TOMADA 2P+T 10A 250V-STYLUS;43;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;140.5;140.5;5.62;5.62;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383952;ILUMI - TOMADA 2P+T 20A 250V-STYLUS;44;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;161.5;161.5;6.46;6.46;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383953;ILUMI - TOMADA DUPLA 2P+T 10A 250V-STYLUS;45;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;120.36;120.36;10.03;10.03;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383954;INPOL BR - ABRAÃADEIRA PVC FIXA TUBO CLICK 3/4;46;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;50;UND;37.5;37.5;0.75;0.75;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383955;INPOL BR - CAIXA CONDULETE PVC BR (1/2-3/4) 4X2;47;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;44.88;44.88;3.74;3.74;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383956;INPOL BR - JOELHO PVC BR C/ JANELA 3/4 SOLDAVEL;48;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;46.8;46.8;3.9;3.9;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383957;INPOL BR - TUBO PVC BRANCO 3/4 SOLDAVEL 3MT;49;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;BR;83.22;83.22;13.87;13.87;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372426;Jimo cupim aerosol 400ml;50;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;LAT;150;150;25;25;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100854;KIT ACIONAMENTO VALVULA 1.1/4 2035;51;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;237;237;39.5;39.5;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100855;LAMPADA LED TUBOLAR T8 20W 6500K;52;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;50;UND;995;995;19.9;19.9;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372467;Lixa preta d agua folha g-120;53;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;43.75;43.75;1.75;1.75;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372470;Lixa preta d agua folha g-220;54;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;46;46;1.84;1.84;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100856;MOLA HIDRAULICA AEREA DE PORTA A530 FORÃA 2 BRANCA;55;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;2;UND;264.76;264.76;132.38;132.38;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10377849;ORGANIZADOR DE FIO 1/2 BRANCO/PRETO;56;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;20;M;65;65;3.25;3.25;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100857;PARAFUSO CHIPBOARD CHATA  3,5X30;57;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;1000;UND;100;100;0.1;0.1;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10377853;PARAFUSO CHIPBOARD CHATA BICROMATIZADO 4,0X35;58;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;1000;UND;150;150;0.15;0.15;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10377857;PARAFUSO CHIPBOARD CHATA BICROMATIZADO 5,0X50;59;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;500;UND;110;110;0.22;0.22;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100858;PEDESTAL ZEBRADO 93CM;60;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;18;UND;474.48;474.48;26.36;26.36;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10369000;PINCEL 1.1/2 - ROMA;61;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;31.2;31.2;5.2;5.2;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372560;Pincel 2 - roma;62;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;39.3;39.3;6.55;6.55;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372562;Pincel 3 - roma;63;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;80.4;80.4;13.4;13.4;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383958;PULVERIZADOR GATILHO 500ML;64;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;10;UND;74.1;74.1;7.41;7.41;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372612;Rolo espuma 09cm c/ cabo;65;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;55.44;55.44;4.62;4.62;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10367920;rolo espuma 15cm c/ cabo;66;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;42;42;7;7;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100859;SELANTE POLIURETANO PU BRANCO 400G (PU40;67;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;6;UND;126.96;126.96;21.16;21.16;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100860;SISTEMA X - TOMADA 10A PADRAO COMPLETA BR;68;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;213.25;213.25;8.53;8.53;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100861;SISTEMA X - TOMADA 20A PADRAO COMPLETA BR;69;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;15;UND;146.25;146.25;9.75;9.75;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100862;TOMADA EXTENSAO FEMIA PADRAO 2P+T 10A REF:7319;70;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;54;54;4.5;4.5;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100863;TOMADA EXTENSAO FEMIA PADRAO 2P+T 20A REF:6956;71;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;60;60;5;5;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;340100864;TRENA FITA ACO LUFKIN 8MT;72;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;4;UND;148.12;148.12;37.03;37.03;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10372673;Tubo extensivo porca pvc branco 0,72cm 030101;73;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;12;UND;72;72;6;6;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383959;X CANALETA - C/ ADESIVO 20X10X200MM - DUTOPLAST 3M;74;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;25;UND;187.5;187.5;7.5;7.5;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383960;X CANALETA - C/ ADESIVO 40X16X200MM - (MEDIA);75;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;20;UND;320;320;16;16;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
77.891.653/0001-32;10383961;X CANALETA - C/ ADESIVO 50X20X200MM - LARGA;76;ALCINO PAVEI MATERIAIS DE CONSTRUCAO LTDA ME;20;UND;500.8;500.8;25.04;25.04;itensVencedores_3fea7309-70d5-4319-97a5-d3a82bfaf95f.csv
85.179.240/0001-58;39737;MacacÃ£o de seguranÃ§a;1;CORSUL COM.E REPRES.DO SUL LTDA;7200;UN;287640;287640;39.95;39.95;itensVencedores_47b09b0a-ba7d-4320-b200-f16a07ddd7ad.csv
85.179.240/0001-58;10369333;Ãculos de seguranÃ§a;2;CORSUL COM.E REPRES.DO SUL LTDA;200;UND;642;642;3.21;3.21;itensVencedores_47b09b0a-ba7d-4320-b200-f16a07ddd7ad.csv
85.179.240/0001-58;39739;PropÃ© para proteÃ§Ã£o de calÃ§ados;3;CORSUL COM.E REPRES.DO SUL LTDA;7200;UN;1800;1800;0.25;0.25;itensVencedores_47b09b0a-ba7d-4320-b200-f16a07ddd7ad.csv
85.179.240/0001-58;10380295;Protetor facial de seguranÃ§a;4;CORSUL COM.E REPRES.DO SUL LTDA;250;UND;7500;7500;30;30;itensVencedores_47b09b0a-ba7d-4320-b200-f16a07ddd7ad.csv
07.990.315/0001-72;39745;Avental descartÃ¡vel. Produzidos em NÃ£otecido SMS Grau Medico;1;BRAZIL HEALTH PRODUTOS HOSPITALES LTDA ME;670;UN;11959.5;11959.5;17.85;17.85;itensVencedores_4b747309-d21d-43f8-8a9c-12237503304d.csv
83.661.074/0001-04;10372758;RealizaÃ§Ã£o de Processo Seletivo Simplificado;1;FUNDACAO EDUCACIONAL DE CRICIUMA;1;UND;13121;13121;13121;13121;itensVencedores_52da1b9e-4eb3-489c-820a-75af4d8bfd36.csv
17.896.535/0001-95;39779;Reforma em CarÃ¡ter Emergencial da casa da saÃºde do Rio Mai;1;CONSTRUCITY CONSTRUCOES E REFORMAS EIRELI;1;SER;1319348.73;1258629.2;1319348.73;1258629.2;itensVencedores_5418a7d6-6a2b-4114-a1dd-638c10736b01.csv
83.661.074/0001-04;10372758;RealizaÃ§Ã£o de Processo Seletivo Simplificado;1;FUNDACAO EDUCACIONAL DE CRICIUMA;1;UND;131661.44;131661.44;131661.44;131661.44;itensVencedores_56427d4f-0f3e-46e7-8503-16b31c3c5748.csv
76.822.287/0001-05;10366538;GEOMETRIA.;1;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;70;SERV;2800;2800;40;40;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;10103666;BALANCEAMENTO;2;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;100;SV;1000;1000;10;10;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;10366539;CONSERTO DE PNEU;3;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;150;SERV;3000;3000;20;20;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;182402198;MONTAGEM;4;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;100;SV;2000;2000;20;20;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;230201424;CAMBAGEM;5;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;15;SV;750;750;50;50;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;230201971;REMENDO QUENTE;6;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;20;SV;1200;1200;60;60;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
76.822.287/0001-05;10380417;BICO (VÃLVULA);7;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;10;SV;100;100;10;10;itensVencedores_5f54ebf6-333d-4da1-88e4-d711b783ff6a.csv
02.477.571/0001-47;39799;Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho P.;1;DENTAL MED SUL ARTIGOS ONTOLOGICOS LTDA;307;CX;10407.3;10407.3;33.9;33.9;itensVencedores_6eaf553b-a8e4-4ddf-9dc6-1d36c1a75268.csv
02.477.571/0001-47;39800;Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho M.;2;DENTAL MED SUL ARTIGOS ONTOLOGICOS LTDA;375;CX;12712.5;12712.5;33.9;33.9;itensVencedores_6eaf553b-a8e4-4ddf-9dc6-1d36c1a75268.csv
02.477.571/0001-47;39801;Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho G.;3;DENTAL MED SUL ARTIGOS ONTOLOGICOS LTDA;200;CX;6780;6780;33.9;33.9;itensVencedores_6eaf553b-a8e4-4ddf-9dc6-1d36c1a75268.csv
26.291.613/0001-19;39741;Mascara confeccionada em TNT (tecido nÃ£o tecido) Clip nasal;1;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;200000;UN;160000;160000;0.8;0.8;itensVencedores_70c10a6f-f6eb-46f9-a786-a8a8d599df78.csv
00.156.890/0001-25;10366550;GARRAFAO DE 20 LITROS;1;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;1300;GRF;11570;11570;8.9;8.9;itensVencedores_78b1a9d5-99e5-4a72-8579-f2c3995a6846.csv
00.156.890/0001-25;340100264;Cx. copo 200ml, com 48 unidades s/gÃ¡s;2;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;25;CX;625;625;25;25;itensVencedores_78b1a9d5-99e5-4a72-8579-f2c3995a6846.csv
00.156.890/0001-25;10377123;Cx. copo desc. 180ml, c/2500 un.;3;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;10;CX;890;890;89;89;itensVencedores_78b1a9d5-99e5-4a72-8579-f2c3995a6846.csv
03.354.241/0001-27;10377212;Processo Seletivo;1;FUNDACAO DE APOIO A EDUCACAO, PESQUISA E EXTENSAO;1;SV;179793.75;179793.75;179793.75;179793.75;itensVencedores_7c53be51-a12f-4b98-bfd3-8cf8c4c988b4.csv
76.839.083/0001-79;39755;Aparelho de ar condicionado tipo split HI- WALL cap. 9.000BT;1;GERVASIO MARQUES NETO EIRELI;19;UN;27265;27265;1435;1435;itensVencedores_7fdfc005-9805-4f8e-bd88-63df33adf0c8.csv
76.839.083/0001-79;39756;Aparelho de ar condicionado tipo split HI- WALL cap. 30.000;2;GERVASIO MARQUES NETO EIRELI;7;UN;26810;26810;3830;3830;itensVencedores_7fdfc005-9805-4f8e-bd88-63df33adf0c8.csv
76.839.083/0001-79;39910;Aparelho de ar condicionado tipo split HI- WALL cap. 12.000B;3;GERVASIO MARQUES NETO EIRELI;6;UN;0;9600;0;1600;itensVencedores_7fdfc005-9805-4f8e-bd88-63df33adf0c8.csv
76.839.083/0001-79;39911;Aparelho de ar condicionado tipo split HI- WALL cap. 18.000B;4;GERVASIO MARQUES NETO EIRELI;25;UN;0;54960;0;2198.4;itensVencedores_7fdfc005-9805-4f8e-bd88-63df33adf0c8.csv
31.180.745/0001-03;39793;Cortina hosp. vinil liso com tela de 50 cm, cor azul;1;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;55.8;MET;10518.3;10518.3;188.5;188.5;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
31.180.745/0001-03;39794;Cortina hosp. vinil liso com tela de 30 cm, cor azul;2;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;21.6;MET;3758.4;3758.4;174;174;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
31.180.745/0001-03;101402282;TRILHO DE ALUMINIO;3;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;64.5;M;4676.25;4676.25;72.5;72.5;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
31.180.745/0001-03;39796;Curvas;4;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;10;UN;725;725;72.5;72.5;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
31.180.745/0001-03;39797;Tirantes;5;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;45;UN;1633.5;1633.5;36.3;36.3;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
31.180.745/0001-03;280200028;MAO DE OBRA (INSTALAÃAO);6;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;1;UND;1975;1975;1975;1975;itensVencedores_812f9de3-538a-4bd5-a8e9-590f7a20ec96.csv
04.196.147/0001-50;10383263;Consulta e leitura de publicaÃ§Ãµes de intimaÃ§Ãµes judiciais em;1;INFODIGI INFORMAÃÃES DIGITAIS LTDA EPP;1;SV;1900;1900;1900;1900;itensVencedores_81d55758-4ca3-4a62-b218-7d199cba3ddb.csv
76.822.287/0001-05;10366543;BALANCEAMENTO.;2;COMERCIO DE PNEUS E BORRACHARIA CORREA LTDA;100;SERV;1500;1500;15;15;itensVencedores_86ead2b3-0065-4884-aa5f-7ec5d5a2b2da.csv
***.984.960-**;39993;LocaÃ§Ã£o de imÃ³vel, 01(um) pavilhÃ£o com pavimento tÃ©rreo e me;1;AGLACIR FERREIRA MACHADO;6;MES;24000;24000;4000;4000;itensVencedores_8be5e642-d976-4387-90bf-411d24f43fe4.csv
***.984.960-**;39993;LocaÃ§Ã£o de imÃ³vel, 01(um) pavilhÃ£o com pavimento tÃ©rreo e me;2;AGLACIR FERREIRA MACHADO;6;MES;34800;34800;5800;5800;itensVencedores_8be5e642-d976-4387-90bf-411d24f43fe4.csv
03.384.574/0001-07;19838;DIVISORIA DO TIPO NAVAL SIMPLES,COM PERFIL EM AÃO ZINCADO  C;1;DIVIPLAN LTDA;68.18;M2;6040.07;6040.07;88.59;88.59;itensVencedores_94be7ab9-2fc2-4548-a074-c4631ea0818f.csv
03.384.574/0001-07;11115;PORTAS COM BATENTES REQUADROS DOBRADIÃAS FECHADURA;2;DIVIPLAN LTDA;4;UN;1314;1314;328.5;328.5;itensVencedores_94be7ab9-2fc2-4548-a074-c4631ea0818f.csv
03.384.574/0001-07;39752;Tubos alumÃ­niio 35x70mmx6cm, cor branca;3;DIVIPLAN LTDA;2;UNI;640;640;320;320;itensVencedores_94be7ab9-2fc2-4548-a074-c4631ea0818f.csv
03.384.574/0001-07;39753;Parede de gesso acartonato com 12mm espessura;4;DIVIPLAN LTDA;111;M2;13875;13875;125;125;itensVencedores_94be7ab9-2fc2-4548-a074-c4631ea0818f.csv
03.384.574/0001-07;21653;Porta em eucatex completa 2.11 x 0,80;5;DIVIPLAN LTDA;4;UN;1314;1314;328.5;328.5;itensVencedores_94be7ab9-2fc2-4548-a074-c4631ea0818f.csv
07.990.315/0001-72;39803;Manta para esterilizaÃ§Ã£o em nÃ£o tecido SMS 100 x 100 cm com;1;BRAZIL HEALTH PRODUTOS HOSPITALES LTDA ME;25600;FLH;43520;43520;1.7;1.7;itensVencedores_96ea55bd-d99e-4fa4-b091-dec7cfe7c876.csv
83.661.074/0001-04;10383777;ContrataÃ§Ã£o de instituiÃ§Ã£o pÃºblica ou privada para a realiza;1;FUNDACAO EDUCACIONAL DE CRICIUMA;1;SV;172650.1;172650.1;172650.1;172650.1;itensVencedores_991bdfd4-e1d5-449e-8801-de5299208fc8.csv
20.750.950/0001-40;39775;TNT Gramatura mÃ­nima de 40g/m2 para confecÃ§Ã£o de avental dev;1;DISMEC DISTRIBUIDORA DE MATERIAIS DE ESCRITORIO LT;30000;MT;33600;33600;1.12;1.12;itensVencedores_9fef95af-119b-418d-96cb-655e45d3fefb.csv
14.492.810/0001-17;10383678;ServiÃ§os tÃ©cnicos especializados para elaboraÃ§Ã£o da PLANTA D;1;IGEO - ENGENHARIA E SISTEMAS LTDA;4;MES;32000;32000;8000;8000;itensVencedores_b4956a7c-6c7e-4948-810c-2cfc26348b73.csv
23.529.844/0001-20;180250051;ElaboraÃ§Ã£o de Projetos de Engenharia Rodoviaria;1;PROVIAS ENGENHARIA E CONSULTORIA LTDA;1440;M;28080;24998.4;19.5;17.36;itensVencedores_bfcdb6f4-70e1-49fa-ba5c-8ebeae463cd1.csv
82.515.859/0001-06;10379722;ContrataÃ§Ã£o de empresa especializada, para execuÃ§Ã£o do proje;1;SERVICO DE APOIO AS MICRO E PEQUENAS EMP. DE SC;12;MES;116160;116160;9680;9680;itensVencedores_cd2bffa8-c6ff-408e-851e-3b8c8f456c73.csv
31.180.745/0001-03;39743;OxÃ­metro de pulso clipe de dedo;1;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;50;UN;7950;7950;159;159;itensVencedores_d0d0dbcf-a668-46b7-babe-de6b0092eb96.csv
31.180.745/0001-03;39744;TermÃ´metro clinico digital de testa;2;MEDIC HELP COMERCIO ATACADISTA E ASSISTENCIA TECNI;60;UN;34740;34740;579;579;itensVencedores_d0d0dbcf-a668-46b7-babe-de6b0092eb96.csv
00.156.890/0001-25;10366550;GARRAFAO DE 20 LITROS;1;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;1450;GRF;13195;13195;9.1;9.1;itensVencedores_db5381be-9030-45ef-a476-9c09c68c6861.csv
00.156.890/0001-25;340100264;Cx. copo 200ml, com 48 unidades s/gÃ¡s;2;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;20;CX;560;560;28;28;itensVencedores_db5381be-9030-45ef-a476-9c09c68c6861.csv
00.156.890/0001-25;10377123;Cx. copo desc. 180ml, c/2500 un.;3;DISTRIBUIDORA DE AGUA MINERAL CASSETTARI LTDA;10;CX;950;950;95;95;itensVencedores_db5381be-9030-45ef-a476-9c09c68c6861.csv
34.778.579/0001-30;39802;PrestaÃ§Ã£o de serviÃ§o de MOTORISTA DE AMBULÃNCIA  devidamente;1;MASTER VIDA TRANSPORTES E ATENDIMENTO DE PACIENTES EIRELI;6;MES;381489.6;381489.6;63581.6;63581.6;itensVencedores_dce9ae89-7c75-4fae-a7e1-043aa9b79e21.csv
05.343.029/0001-90;39742;Kit teste rÃ¡pido CORONAVIRUS (COVID 19) Caixa com 25 testes;1;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA;40;CXA;124000;124000;3100;3100;itensVencedores_e5b77b6f-05c5-4cbf-8780-d081934b8eec.csv
80.727.977/0001-44;10380405;ServiÃ§o de posto de vigia noturno em escala 12x36, todos os;1;TRIANGULO ADMINISTRACAO E SERVICOS LTDA;1;PSTO;12000;11790;12000;11790;itensVencedores_ec56dc8d-c163-4945-8b58-0f8bffdad75e.csv
82.868.027/0001-65;39780;Tubos em cobre Classe A;1;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;1;CNJ;208300;208300;208300;208300;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39781;Central de vÃ¡cuo duplex;2;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;1;CNJ;58500;58500;58500;58500;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39782;Central de ar comprimido medicinal;3;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;1;CNJ;9750;9750;9750;9750;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39783;Central de gÃ¡s oxigÃªnio medicinal;4;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;1;CNJ;9750;9750;9750;9750;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39784;FluxÃ´metro O2;5;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;118;UN;8348.5;8348.5;70.75;70.75;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39785;FluxÃ´metro ar;6;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;11;UN;836;836;76;76;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39786;Regulador de posto de O2;7;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;11;UN;1814.34;1814.34;164.94;164.94;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;13470;Regulador de Posto de Ar;8;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;11;UNI;1949.86;1949.86;177.26;177.26;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39787;Umidificador com fraco O2;9;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;118;UN;6618.62;6618.62;56.09;56.09;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39788;Umidificador com fraco ar;10;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;11;UN;616.66;616.66;56.06;56.06;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39789;Vacuometro;11;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;11;UN;1531.2;1531.2;139.2;139.2;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
82.868.027/0001-65;39790;Tomada dupla para O2;12;GECAR  INSTALAÃOES  E INDUSTRIA LTDA;70;UN;6608;6608;94.4;94.4;itensVencedores_f0e1d781-9940-457f-9e4c-2c8ad20851d6.csv
