numero;data;origem_arquivo
3/2019;2019-04-26;contrato_90c3515d-103f-45a1-bb5d-986b5ec77dc7.csv
288/2019;2019-09-23;contrato_9248c439-71e4-4c26-8afa-73451b4d6afa.csv
152/2018;2018-11-07;contrato_943222a5-394b-4906-b785-bd562cb39c9f.csv
46/2018;2018-04-18;contrato_943b230c-44e0-4301-bdef-3fef06f3eaae.csv
211/2019;2019-07-08;contrato_9511d99f-4895-4530-92cb-48617334586e.csv
153/2019;2019-05-20;contrato_955e5708-a2b2-478b-bdbe-e47ab3b53b65.csv
2-11/2019;2019-09-12;contrato_96278b3d-95d6-458d-ac49-c13d8fdc155e.csv
2-95/2017;2019-08-16;contrato_96d8041b-c885-4252-a1b9-56570ede939e.csv
299/2019;2019-10-04;contrato_979be532-77ec-4bc3-a458-a4c3118903ad.csv
133/2019;2019-04-30;contrato_99496744-55c0-4470-9a03-c33b31241dc6.csv
2-125/2019;2019-10-31;contrato_99b0fd97-5490-4897-ab92-46aa62e14f6f.csv
79/2019;2019-03-28;contrato_99ce142b-9352-449f-9cb4-37bdb5d9465e.csv
294/2019;2019-09-27;contrato_99d59a45-522d-4658-b623-ea11f9e7929a.csv
311/2019;2019-10-25;contrato_9a1b925f-8f21-4ded-a328-c26b314e4bda.csv
2-152/2018;2019-04-17;contrato_9a7b5d73-d4e4-4987-8cd4-c2a245a8a36c.csv
117/2019;2019-04-23;contrato_9a90f5c8-fb6f-4367-afce-9b64cb757908.csv
300/2019;2019-10-04;contrato_9afaa646-16d5-44a3-a6d3-a6f2899f9545.csv
173/2019;2019-05-31;contrato_9b1870b3-c519-4d07-ae89-3f7c945da554.csv
335/2018;2018-12-20;contrato_9d85bffa-1ff8-4218-99fb-dcdc376320ee.csv
371/2019;2019-12-05;contrato_9d98cbe4-5d99-4c7c-94ef-954d588073ca.csv
113/2019;2019-04-18;contrato_9dbc13e9-d93e-4f05-a15c-49bf3eef3e90.csv
186/2019;2019-06-14;contrato_9df08be7-5f06-4f97-a70d-97b9e6751f5a.csv
289/2018;2018-11-23;contrato_9e2541b9-fdad-4f4e-89c9-6f562f501e6d.csv
155/2018;2018-12-20;contrato_9eb190cd-6823-40d2-9b65-9de9bb839e95.csv
246/2018;2018-10-01;contrato_9ec42f40-6a1b-4117-a6e3-91dc29c16819.csv
133/2018;2018-05-21;contrato_a0001d96-487b-48e1-9182-a92152182920.csv
338/2018;2018-12-21;contrato_a0d51979-1136-42b8-9e4e-ddb050ddc6f5.csv
296/2019;2019-10-04;contrato_a12e4374-a7cf-4225-9012-a55cf44ec99e.csv
71/2019;2019-03-25;contrato_a17ff0ca-0580-44e0-93b1-c874e63f6115.csv
266/2019;2019-09-06;contrato_a195f837-5e9b-4e4c-8bd9-8f88e3e8cc03.csv
324/2019;2019-11-04;contrato_a211c56b-6f6b-4cba-8441-9de54f02d2e0.csv
126/2018;2018-09-26;contrato_a2193677-2775-413f-9295-0ab136d1a8dc.csv
106/2019;2019-04-12;contrato_a24082e4-8306-4014-a188-de6cedd1779c.csv
174/2019;2019-05-31;contrato_a2b198b9-eeb5-49f2-b9a2-c285fa72ead8.csv
359/2019;2019-11-28;contrato_a2fcae10-bce3-4b13-baf9-b2ad364ce49d.csv
34/2018;2018-09-02;contrato_a34e41e6-74fb-460f-ae84-8923ad1eb96d.csv
262/2019;2019-09-05;contrato_a3c9b1d4-7e78-4614-99ab-ef11b5285a4e.csv
1-252/2019;2019-10-18;contrato_a4af31bf-f212-467d-999f-6006af0d2fe7.csv
389/2019;2019-12-23;contrato_a4d09d3d-dc6d-4d34-bf06-f7c9169594e9.csv
267/2018;2018-11-05;contrato_a554118b-cdcb-4a47-a581-01dfdc3196ce.csv
295/2019;2019-10-03;contrato_a5c3ee3a-a770-424e-8fba-b8ab358b3687.csv
52/2019;2019-07-23;contrato_a5f9b47e-7153-43a9-aaa4-5857c58ee854.csv
321/2018;2018-12-13;contrato_a6554bc4-0c3e-45ef-b609-328ccfd16a11.csv
215/2019;2019-07-11;contrato_a7144bdd-e7af-4b16-a155-4154acad9efa.csv
339/2019;2019-11-12;contrato_a76d8c8e-39b3-4be1-9cad-2232a7d3916c.csv
216/2018;2018-09-03;contrato_a79e5413-e18b-4e01-80ad-48937a183841.csv
268/2018;2018-11-07;contrato_a9078aa4-64a5-4608-8957-6c9ea009a8f5.csv
172/2019;2019-05-30;contrato_a95b0906-22bf-4737-a594-86e44eed2c96.csv
20/2019;2019-03-15;contrato_a9992d4d-3dff-4337-abd2-8bef4b5dc6d4.csv
61/2019;2019-07-25;contrato_aa2dda47-86b6-4962-8d6a-fbba8699b66d.csv
1-11/2019;2019-10-30;contrato_aaea1f19-8c99-4d0a-b34b-e384a1d7d16c.csv
16/2019;2019-11-01;contrato_ab1d3020-6cf7-4a52-8f24-e141e49cbd5a.csv
307/2019;2019-10-14;contrato_ab534a5b-b0ea-489f-9054-f4d5a07164a3.csv
393/2019;2019-12-27;contrato_ac853bec-9a9d-4e49-94e0-b297a91e127e.csv
219/2019;2019-07-18;contrato_ad003b6a-165c-4261-8fe0-bad1eea45565.csv
360/2019;2019-11-29;contrato_ad033c8f-c1ee-4dff-b1e9-0d85702eb243.csv
88/2019;2019-11-14;contrato_adbf88a4-75a9-4617-9570-98cd77c7eeb3.csv
375/2019;2019-12-11;contrato_aef3d00b-17cf-4aea-8d8b-df77da59e369.csv
220/2018;2018-09-04;contrato_b00d786d-91c3-4e98-8ebb-558542bcb566.csv
1-40/2019;2019-12-10;contrato_b05b1814-ee42-4231-a231-46b9510df85a.csv
177/2019;2019-06-05;contrato_b0af559d-9ceb-4066-bc70-cc4dc743a0c1.csv
115/2019;2019-04-22;contrato_b0d149de-8c8f-4990-8745-ce041d8fa784.csv
277/2018;2018-11-16;contrato_b13e8516-d76c-446a-83b1-a3641872aa10.csv
284/2019;2019-09-19;contrato_b1e2043d-9ac6-4b17-8831-d6f403daecfd.csv
1;2013-01-02;contrato_b30be44c-1136-4ff2-8f33-343570bf0df7.csv
1-304/2018;2019-11-08;contrato_b54c984a-44dd-42c4-ae51-f5ba44e37478.csv
83/2019;2019-10-16;contrato_b57a41e6-0f6b-4284-b078-eb67f551c6a1.csv
84/2018;2018-04-13;contrato_b7b1ab67-81f0-4cb9-9860-7490492f8912.csv
29/2018;2018-02-28;contrato_b8a541fb-09c0-477d-9b3e-3dc1c5ff130c.csv
3-148/2019;2019-12-20;contrato_b8a65cde-ed24-4a78-9993-7f17f9704cdb.csv
199/2019;2019-06-24;contrato_b953a997-e78b-4b6f-ab42-38fa483c86c1.csv
387/2019;2019-12-23;contrato_ba1074ec-73d5-4a0d-bd7b-9239d6586899.csv
147/2018;2018-11-05;contrato_bb1e7200-bd2c-4052-b5f8-999c30ee0d14.csv
320/2019;2019-11-01;contrato_bcfc9f04-3194-4dfc-8e4d-dc32f337d520.csv
241/2019;2019-08-14;contrato_bd704ce1-e190-4f35-8a8c-c7a48b5e31a1.csv
119/2019;2019-04-23;contrato_bdc2c67c-7aca-42df-9eb4-051e9aca672a.csv
39/2018;2018-03-06;contrato_bdd03703-a4ec-41d9-97b9-f6eaff979886.csv
9/2019;2019-09-18;contrato_be5ffd99-6bcd-402c-8a38-65c25896d887.csv
1-221/2019;2019-11-01;contrato_bebcd572-9a5b-422f-9e17-8069b65a0af2.csv
390/2019;2019-12-23;contrato_bf28e09c-97b8-4b21-b8c4-bfd113b6a3d5.csv
223/2018;2018-09-11;contrato_bfd30001-4f70-4ff0-82a3-3f11409605b4.csv
316/2019;2019-10-30;contrato_c034949f-a0f0-4d86-83cf-20534ae61891.csv
301/2019;2019-10-04;contrato_c06ce611-00b5-4558-a078-6f2ae07d92bb.csv
1-161/2019;2019-10-11;contrato_c181a5dc-43ea-40b7-9dcc-7c31cb25bb81.csv
80/2019;2019-03-27;contrato_c1e2fd9b-1445-4c95-a109-07ca8dce0bbd.csv
108/2019;2019-04-15;contrato_c2248b42-31e4-4d36-b2b8-991bf3de5848.csv
6-36/2014;2019-04-01;contrato_c43b79b2-3aa4-495c-8acc-261ccd3350f5.csv
214/2019;2019-07-11;contrato_c4655fdc-65b4-4b3d-9d61-7ba0c3413c1b.csv
51/2019;2019-07-23;contrato_c578750b-5e10-49a2-a8fe-7c5ab1f683fe.csv
34/2019;2019-05-27;contrato_c78634ba-8357-4700-a664-54e6dbf5dccc.csv
284/2018;2018-11-21;contrato_c7885ad7-1498-4441-be9c-74d0b262a9ec.csv
74/2019;2019-03-26;contrato_c7e55a4f-9335-4be0-b3e0-a9b5eaa839ee.csv
1-177/2019;2019-10-31;contrato_c87da60a-5c58-4ed2-af53-7d9ad9dc2e0f.csv
255/2018;2018-10-11;contrato_c9cc4fc2-505b-464a-b1a2-5b8cd29818b8.csv
334/2018;2018-12-20;contrato_cb04c5c1-3a25-406c-a6e4-0881e57fbb3b.csv
341/2019;2019-11-12;contrato_cbf19544-1731-453c-bae7-03664673155b.csv
43/2019;2019-06-27;contrato_cd3382e8-bd64-4e7b-9680-a8aa6c11fdc7.csv
2-88/2016;2018-12-17;contrato_cdc0ec02-d9a9-458e-bab3-ff702fc0ee79.csv
304/2019;2019-10-09;contrato_ce63bde9-8e01-40af-a069-ef44bc8ce1f9.csv
136/2019;2019-05-02;contrato_ce9819e9-b280-4e45-b286-3311bfa620de.csv
16/2017;2017-06-01;contrato_cf365f3d-6808-4bd9-8101-f9816f1e27fe.csv
1-115/2019;2019-09-25;contrato_cf846f67-2f58-447d-8cf4-77d29c70a5a6.csv
267/2019;2019-09-10;contrato_cf90516d-3e18-4d6a-ab21-fc2c0ff5c956.csv
270/2019;2019-09-10;contrato_d01db157-cf7d-4730-8da8-b4b3b5d76a16.csv
250/2019;2019-08-22;contrato_d0b1b99b-434a-42dc-ab48-bc605c0dcc3c.csv
147/2018;2018-06-08;contrato_d0c70913-4803-4e4f-bc7f-d0af6a053048.csv
41/2019;2019-02-25;contrato_d34f0e1f-c17e-4571-86ce-6f82096976aa.csv
240/2019;2019-08-14;contrato_d37930c0-b745-4f05-a9cd-c0759fd04d9e.csv
373/2019;2019-12-09;contrato_d47999c0-aee2-457a-9f85-3b3f0d31dcef.csv
314/2019;2019-10-28;contrato_d52d4581-86d6-4df0-bfdf-b5544f336503.csv
26/2016;2018-04-04;contrato_d5e03050-06a6-46e2-8853-4d5895f722be.csv
201/2018;2018-07-30;contrato_d692d354-8886-4b39-bbcf-b41dddbf25cf.csv
68/2019;2019-08-19;contrato_d6dd20a8-ac2b-4c90-a0fd-15c3f0f8b71f.csv
121/2018;2018-05-11;contrato_d7d723af-f1ea-4923-8a32-7c73687d502d.csv
236/2019;2019-08-07;contrato_d857e884-315b-48be-97e6-5027877d88a0.csv
140/2019;2019-05-03;contrato_d85ff66d-db03-4d32-86fd-98bafe1a7023.csv
255/2019;2019-08-29;contrato_d88558cb-e829-43d1-8cd5-eba07ca599bc.csv
263/2019;2019-09-05;contrato_d8f15744-40ed-403d-a1d6-4ac7349ac8cf.csv
312/2019;2019-10-25;contrato_d9ea7877-0489-4de3-94f8-ce32802fa15f.csv
4/2019;2019-01-08;contrato_da6ca6cb-d7b9-4351-a069-ce97f69ca794.csv
302/2019;2019-10-07;contrato_dab0f6a7-d842-41e9-a1cc-23cccabf7f70.csv
107/2018;2018-08-31;contrato_dad31304-72bf-478f-b1c4-8f9651247a2e.csv
69/2019;2019-08-20;contrato_db3073fc-7871-489a-9fe1-0da45290ca4f.csv
197/2018;2018-07-26;contrato_db4f2ac7-39bb-4ac1-a4c1-c7c2d1b0e11b.csv
323/2018;2018-12-13;contrato_db9a7e52-d0a0-4237-8c23-d4fbcd3e5e9a.csv
356/2019;2019-11-27;contrato_dc44407e-050e-4340-a1ac-c9081c78b32d.csv
6/2019;2019-01-09;contrato_dcf79188-ad6a-473f-8182-a48fa6619434.csv
132/2018;2018-05-17;contrato_dd3a9f44-6668-4601-9383-362fc874dd9e.csv
305/2018;2018-11-29;contrato_dd3f091d-429c-4980-8066-2d3dd1df04ce.csv
91/2018;2018-04-17;contrato_dd47b70f-86a5-4806-a44a-f6cac6bd1df3.csv
78/2017;2017-07-24;contrato_de682007-cc28-45f1-8cf6-1fb4575f8c91.csv
8/2019;2019-06-11;contrato_dfc4b1c1-7e2a-40b3-b3de-5c60dd27aec7.csv
308/2019;2019-10-15;contrato_dfc6e03d-b3a8-4190-92cc-96184461cdfd.csv
298/2019;2019-10-04;contrato_e23a8989-4e10-45dc-a83d-6fd4fa1f9e0a.csv
331/2018;2018-12-20;contrato_e39169af-fc41-4268-a89c-73432bd1f376.csv
120/2019;2019-04-23;contrato_e3f654b1-3b1b-46f5-8ab7-0450a1541a3a.csv
1-017/2018-SVO;2018-10-31;contrato_e42eaf37-468e-4993-b888-15ddb3f201eb.csv
32/2019;2019-05-27;contrato_e43bfd2b-073a-48ca-8d3a-41a0b161e1e7.csv
258/2018;2018-10-16;contrato_e5b7b29f-97cb-4835-8a44-d7c6cace51d6.csv
257/2019;2019-08-30;contrato_e69971ec-2799-4a5e-b632-6d2899d22b5d.csv
16/2018;2018-06-07;contrato_e6ed41c6-601e-4f4b-8af2-9c5290d8c5c4.csv
36/2019;2019-02-22;contrato_e6f31912-83f8-4e65-b87b-87c9d4529018.csv
35/2019;2019-02-14;contrato_e911f6d3-72ed-41e8-8ca4-d6a1aeb86bc6.csv
141/2018;2018-05-29;contrato_e9a85a76-52b2-4039-a95c-442f057cc624.csv
4/2016;2016-01-04;contrato_e9ac95f5-de3d-427d-bd74-c1da5bbbbf75.csv
156/2018;2018-12-20;contrato_e9e7b512-95ed-4f6b-86db-600f67631491.csv
248/2019;2019-08-22;contrato_eb375f74-98a1-4a12-b42c-2e867b4f8813.csv
191/2019;2019-06-17;contrato_ebe1db7e-8724-4f4d-880c-b1b0af722655.csv
4-43/2018;2019-09-25;contrato_ec3c4af7-9d41-4fb4-9ca2-f878b9b2c763.csv
197/2019;2019-06-18;contrato_ec5ba08c-d825-4995-9d82-b9b9754bb847.csv
310/2018;2018-12-11;contrato_eca02f4e-ae9e-445c-96be-938ef955e2b8.csv
337/2018;2018-12-21;contrato_eeb4d968-c1c2-45e5-8d5a-778f64778e8b.csv
220/2019;2019-07-22;contrato_f0dbbbbf-a82b-4f73-a757-a4815c1f0d4c.csv
202/2019;2019-07-01;contrato_f242923c-ea23-402c-8aec-fac4d44e129c.csv
193/2018;2018-07-23;contrato_f3c9addb-264c-4313-981d-2b175dbc296d.csv
324/2018;2018-12-13;contrato_f3e63140-b4d7-4c9c-ae58-878300290816.csv
368/2019;2019-12-05;contrato_f414b941-2626-459d-a1ae-45e3eba69254.csv
41/2019;2019-06-21;contrato_f4cad9d7-aa79-4591-9da5-b1bf32968dfe.csv
275/2019;2019-09-11;contrato_f4d7e67c-c5f4-417c-b994-031af71a7e42.csv
224/2019;2019-07-25;contrato_f4ec8e6e-855a-4164-a8cd-e9c0721235ad.csv
84/2019;2019-10-16;contrato_f547547b-d9a0-47f4-b84f-cae197efa6d7.csv
47/2019;2019-07-17;contrato_f5c35db3-c5d5-4581-8bab-1305aececbd6.csv
44/2019;2019-06-27;contrato_f5ef99c2-20d7-4f1d-a3eb-72acd223c463.csv
151/2018;2018-11-05;contrato_f654d99c-f401-407b-ad0f-20cea6f9f693.csv
398/2019;2019-12-30;contrato_f6aad9af-10c3-46b4-a316-0e050574483f.csv
40/2019;2019-02-25;contrato_f6ee6ec0-7020-4c08-9fa1-cad44ef3c000.csv
338/2019;2019-11-12;contrato_f9f9eb00-9e8a-4e26-86b9-226933ada8e2.csv
2-12/2019;2019-10-25;contrato_fa0338cf-9b3e-49f0-b804-15438daa0c56.csv
265/2019;2019-09-05;contrato_fa805d75-0482-4750-a03c-e74ecbd336df.csv
245/2019;2019-08-22;contrato_fb396d9e-a171-4f00-a226-317caf2ca0c0.csv
38/2019;2019-02-21;contrato_fc5baf77-498d-46b9-a665-a96c3047042a.csv
289/2019;2019-09-25;contrato_fcf7d8b3-1495-4c1c-9121-6e44a2691baf.csv
254/2019;2019-08-27;contrato_fdeb083c-03a9-44bc-a17e-bc0ae91c24a3.csv
238/2019;2019-08-12;contrato_fe37e299-0c24-4989-a95f-e79d76a150d6.csv
203/2019;2019-07-03;contrato_feae1528-b7c1-4537-a968-72ab723406b0.csv
