uuidDespesa;numeroDespesa;descricaoDespesa;dataDespesa;origem_arquivo
despesa_orcamentaria_181_2019_3;3;Limpeza de vias e logradouro pÃºblicos;2019-01-02;dotacaoOrcamentaria_3332d513-0dd2-4910-a6d9-9f7c2211b6c2.csv
despesa_orcamentaria_181_2018_1;1;Coleta e tranporte de Residuos SÃ³lidos;2018-01-02;dotacaoOrcamentaria_33defc6a-93e7-4619-8a16-9a215cb81e67.csv
despesa_orcamentaria_178_2018_53;53;Manut. CAPs;2018-01-02;dotacaoOrcamentaria_345736b1-7f54-4cb2-8ebf-cadcc4390e79.csv
despesa_orcamentaria_29_2019_98;98;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2019-01-02;dotacaoOrcamentaria_348620ce-335a-4f68-a36a-7d62b205a707.csv
despesa_orcamentaria_29_2019_231;231;Manut. Depto Fisico e Territotial - DPFT;2019-01-02;dotacaoOrcamentaria_36039ccd-b48e-47d5-a4f5-37bca71cc596.csv
despesa_orcamentaria_178_2019_114;114;Manut. Consorcio da SaÃºde-CISAMREC;2019-06-01;dotacaoOrcamentaria_36bbf3a3-d814-4104-b2af-81970cc49429.csv
despesa_orcamentaria_29_2018_80;80;Manut. da Tesouraria e Contabilidade - Financeiro;2018-01-02;dotacaoOrcamentaria_37aadbff-4c4f-4f2f-a108-eab1f36f423a.csv
despesa_orcamentaria_178_2018_62;62;Manut. CEREST;2018-01-02;dotacaoOrcamentaria_37ac6716-7e42-463c-85dc-88fda2d8e2c3.csv
despesa_orcamentaria_29_2015_132;132;ConvÃªnio Policia Militar;2015-01-02;dotacaoOrcamentaria_388c720a-6736-4b86-a275-4fce04949893.csv
despesa_orcamentaria_29_2019_91;91;Manut. do Controle Interno;2019-01-02;dotacaoOrcamentaria_38e94190-941c-4bd6-b63a-3ce70cf71779.csv
despesa_orcamentaria_191_2016_17;17;ProteÃ§Ã£o Social BÃ¡sica;2016-01-02;dotacaoOrcamentaria_38eec10d-3c08-4e1c-9871-da8a231d642c.csv
despesa_orcamentaria_29_2019_102;102;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_3a6bb627-d341-47a5-b583-5f5a664760e0.csv
despesa_orcamentaria_191_2018_12;12;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2018-01-02;dotacaoOrcamentaria_3aab7b79-a562-428f-9c9c-5c9af1dacb78.csv
despesa_orcamentaria_29_2019_291;291;Oficinas e Garagens;2019-01-02;dotacaoOrcamentaria_3c0440b5-689e-4bfa-a908-7fe12fbb1f30.csv
despesa_orcamentaria_29_2019_178;178;Transporte Escolar;2019-01-02;dotacaoOrcamentaria_3c2b7efb-145f-4907-9459-24453a36e6e0.csv
despesa_orcamentaria_178_2018_137;137;Manut. do Centro de Zoonoses - CCZ;2018-06-06;dotacaoOrcamentaria_3cbdf986-41b7-42f0-a80e-df7e456358c3.csv
despesa_orcamentaria_29_2018_285;285;Transporte Escolar;2018-01-02;dotacaoOrcamentaria_3cd75b93-9e2b-4cf2-aa44-98ab5e43915e.csv
despesa_orcamentaria_29_2019_241;241;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_3e60a1ad-e57c-4dd6-974d-783a2e53b5d0.csv
despesa_orcamentaria_191_2018_8;8;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2018-01-02;dotacaoOrcamentaria_3e7be493-f61d-4d07-9eec-e832a376c15e.csv
despesa_orcamentaria_29_2019_273;273;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_3e93c8fd-bf2a-4a5f-81d5-15c628a48390.csv
despesa_orcamentaria_178_2019_81;81;ManutenÃ§Ã£o do Hospital Santa Catarina e Banco de Olhos;2019-01-02;dotacaoOrcamentaria_3f069743-80ec-4410-a25d-efe38a3f0d73.csv
despesa_orcamentaria_29_2018_299;299;Unidades Escolares - Ensino Fundamental;2018-01-02;dotacaoOrcamentaria_3f4a09c4-a337-4fea-8c9c-6814679d3740.csv
despesa_orcamentaria_29_2016_118;118;ArrecadaÃ§Ã£o e FiscalizaÃ§Ã£o;2016-01-02;dotacaoOrcamentaria_3f4f93b9-7438-42f2-9794-9b46cd922f2f.csv
despesa_orcamentaria_29_2019_32;32;Manut. do Fundo do Idoso - ProteÃ§Ã£o ao Idoso;2019-01-02;dotacaoOrcamentaria_3f6d97c5-e0c5-40a1-a9d5-c8b3f27ae5b5.csv
despesa_orcamentaria_29_2018_10;10;Manut. da Diretoria de Logistica;2018-01-02;dotacaoOrcamentaria_40cee9e4-35db-44f7-92c4-7366187735d9.csv
392150;1;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2019-01-01;dotacaoOrcamentaria_413a99e5-7ebc-4413-97e1-3b5b0f65122f.csv
despesa_orcamentaria_29_2018_226;226;Manut. depto de Obras;2018-01-02;dotacaoOrcamentaria_43cdb58d-8c86-424f-9551-0c4d140ad5f9.csv
despesa_orcamentaria_178_2018_100;100;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2018-01-02;dotacaoOrcamentaria_44215798-6029-43d1-8afc-dc674b6fc949.csv
despesa_orcamentaria_29_2017_97;97;Apoio Administrativo;2017-01-02;dotacaoOrcamentaria_453cbb4e-e052-486e-8506-6149549aab75.csv
despesa_orcamentaria_178_2017_44;44;DST/HIV/AIDS;2017-01-02;dotacaoOrcamentaria_458b4c49-16f7-4f9e-b94b-8d9ef9245fac.csv
despesa_orcamentaria_178_2018_2;2;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2018-01-02;dotacaoOrcamentaria_45d7a2ca-5c0d-4918-a892-b2f623444a61.csv
despesa_orcamentaria_29_2016_115;115;Financeiro;2016-01-02;dotacaoOrcamentaria_46c12af4-9aaa-4ac0-aaf4-fa0833f1002f.csv
despesa_orcamentaria_29_2018_111;111;Manut. do ConvÃªnio TrÃ¢nsito Policia Civil;2018-01-02;dotacaoOrcamentaria_4793afdf-3abb-4854-a0cd-f66cf0a50fd2.csv
despesa_orcamentaria_29_2019_82;82;Manut. da Tesouraria e Contabilidade - Financeiro;2019-01-02;dotacaoOrcamentaria_49b653d5-f7c0-4299-b4be-1b313b3b8a78.csv
despesa_orcamentaria_181_2019_8;8;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2019-01-02;dotacaoOrcamentaria_4a5b0179-7224-4ff7-8819-32c685802e45.csv
despesa_orcamentaria_191_2019_18;18;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_4a7060bc-c941-4498-bd65-9fe6885ff168.csv
despesa_orcamentaria_29_2019_173;173;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_4ab2eea4-db68-473c-9e56-73c91b36dc2e.csv
despesa_orcamentaria_29_2019_275;275;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_4b14c155-6246-4501-bb57-1dca6997b2b4.csv
despesa_orcamentaria_29_2019_142;142;AlfabetizaÃ§Ã£o de Jovens e Adultos;2019-01-02;dotacaoOrcamentaria_4bbe715a-f630-4d4e-bd9a-1d7800b9dfd4.csv
despesa_orcamentaria_29_2019_3;3;Manut. Funcional do Gabinete do Prefeito;2019-01-02;dotacaoOrcamentaria_4beef3cf-74d2-4d0d-ac9d-92424b017b23.csv
despesa_orcamentaria_178_2019_82;82;ManutenÃ§Ã£o do Hospital Santa Catarina e Banco de Olhos;2019-01-02;dotacaoOrcamentaria_4c2eda44-3166-4241-b556-530947c53c70.csv
despesa_orcamentaria_29_2018_63;63;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2018-01-02;dotacaoOrcamentaria_4caa5907-deab-44f0-b11c-177f9fa9a0c7.csv
despesa_orcamentaria_186_2019_3;3;Manut. de Projetos Habitacionais e de Interesse Social;2019-01-02;dotacaoOrcamentaria_4cfb7ae2-e2b5-4df2-a356-5df2bf07de3e.csv
despesa_orcamentaria_29_2018_105;105;Manut. da Agricultura;2018-01-02;dotacaoOrcamentaria_4d20a330-4cd9-4554-9fa6-402dba8b7302.csv
despesa_orcamentaria_178_2019_59;59;Manut. do Programa de Melhoria do Acesso/Qualid. da AtenÃ§Ã£o BÃ¡sica-PMAQ;2019-01-02;dotacaoOrcamentaria_4daf6515-b598-4b1d-9011-313f524a64f3.csv
despesa_orcamentaria_29_2019_266;266;ConvÃªnio Rio de Manut. Manejo de Rios;2019-01-02;dotacaoOrcamentaria_4ec3e45d-a057-48ac-be60-03ceae788a2b.csv
despesa_orcamentaria_178_2017_1;1;Fundo Mun. de SaÃºde;2017-01-02;dotacaoOrcamentaria_4f0900d8-3299-4b1c-86da-a81e1dd606b7.csv
despesa_orcamentaria_29_2018_176;176;Central de Merenda;2018-01-02;dotacaoOrcamentaria_4ff04558-6adf-45c4-8002-4d3dec389a1c.csv
despesa_orcamentaria_178_2018_69;69;Manut. das UPAs;2018-01-02;dotacaoOrcamentaria_50970404-2c72-4618-9831-f047ea308a6d.csv
despesa_orcamentaria_29_2019_245;245;Manut. das Intendencias do Rio Maina/Santa Luzia/Prospera/Quarta Linha;2019-01-02;dotacaoOrcamentaria_513d319e-4108-47f3-a55e-e2507004887b.csv
despesa_orcamentaria_29_2019_307;307;Manut. do Fundo do Idoso - ProteÃ§Ã£o ao Idoso;2019-03-25;dotacaoOrcamentaria_51b35c29-d71b-4140-afcf-9b2045edd42d.csv
despesa_orcamentaria_29_2019_61;61;Manut. do PROCON;2019-01-02;dotacaoOrcamentaria_52035649-172b-4930-874c-18695af8f0a2.csv
391637;2;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2019-01-01;dotacaoOrcamentaria_530c8ead-e776-4f4f-89c4-e0242cdfb339.csv
despesa_orcamentaria_178_2017_11;11;ServiÃ§os MÃ©dicos Laboratoriais;2017-01-02;dotacaoOrcamentaria_55e8f708-8cab-40bd-8955-aa8505e03ce3.csv
despesa_orcamentaria_29_2019_127;127;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_569e8d9f-b1fc-46c2-ac0f-ff3a17b7db4f.csv
despesa_orcamentaria_29_2019_304;304;Unidades Escolares - Ensino Fundamental;2019-01-02;dotacaoOrcamentaria_56c2531d-e4e0-4a79-a065-43c78c165ab4.csv
despesa_orcamentaria_29_2019_302;302;Manut. da Diretoria de Transito e Transporte;2019-02-21;dotacaoOrcamentaria_574d9c24-c755-412b-bb4d-eb445417a042.csv
despesa_orcamentaria_29_2016_97;97;Apoio Administrativo;2016-01-02;dotacaoOrcamentaria_575fdaa5-4775-4612-abbd-678ba53a43fe.csv
despesa_orcamentaria_178_2017_42;42;Epidemiologia;2017-01-02;dotacaoOrcamentaria_57c686b1-a0dc-4991-b04e-dee577513d2b.csv
despesa_orcamentaria_29_2018_92;92;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2018-01-02;dotacaoOrcamentaria_57fd59ec-821c-478e-a3b0-74e484e6a6fc.csv
despesa_orcamentaria_178_2019_70;70;Manut. Consorcio da SaÃºde-CISAMREC;2019-01-02;dotacaoOrcamentaria_58110177-2655-4dba-bfa3-d85179a3ed2a.csv
despesa_orcamentaria_29_2019_303;303;Manut. Funcional do Gabinete do Prefeito;2019-02-21;dotacaoOrcamentaria_58506404-90f7-4fe6-9ea2-70d48455222c.csv
despesa_orcamentaria_29_2019_49;49;Manut. da Diretoria de ComunicaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_5a0be393-d28a-4dbd-8a2b-cdfa842a4a1a.csv
despesa_orcamentaria_178_2019_71;71;Manut. do Conselho;2019-01-02;dotacaoOrcamentaria_5b043c7b-07d0-498d-af4c-f1951e0680f6.csv
despesa_orcamentaria_29_2019_237;237;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_5c19a625-5f5e-4c02-b7ae-f5d74eb605ba.csv
despesa_orcamentaria_29_2019_234;234;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_5c6ce5d3-6152-4e49-8ced-36d15f295aef.csv
despesa_orcamentaria_29_2018_266;266;Parques/PraÃ§as/Jardins;2018-01-02;dotacaoOrcamentaria_5c727f88-486a-420b-ba1d-e838af96aa09.csv
despesa_orcamentaria_29_2013_64;64;Creches e PrÃ©-Escolares;2013-01-02;dotacaoOrcamentaria_5ca27e00-79d3-406d-84e6-17955eea410e.csv
despesa_orcamentaria_29_2019_159;159;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_60328148-cbca-49c3-b7ed-9dc28e2b3e0b.csv
despesa_orcamentaria_191_2019_34;34;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_60d458fe-f77e-42c1-b475-df9aee2f5305.csv
despesa_orcamentaria_29_2019_36;36;Manut. da Ouvidoria;2019-01-02;dotacaoOrcamentaria_60d698ea-3985-4610-a541-f7505373f571.csv
despesa_orcamentaria_29_2019_235;235;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_61dacb5a-a2fd-416d-b0e2-68bf25253a82.csv
despesa_orcamentaria_178_2019_20;20;Manut. PSF e ESF;2019-01-02;dotacaoOrcamentaria_6217a42c-41d4-4932-92e5-8cc268defb68.csv
despesa_orcamentaria_178_2019_46;46;Manut. CEREST;2019-01-02;dotacaoOrcamentaria_644f22c9-56cf-4019-81dd-5ab4d6ec27de.csv
despesa_orcamentaria_29_2019_283;283;Parques/PraÃ§as/Jardins;2019-01-02;dotacaoOrcamentaria_6458fb5b-0e3d-4973-b4a3-e4f141b79c8e.csv
despesa_orcamentaria_29_2018_27;27;Manut. do Conselho Tutelar;2018-01-02;dotacaoOrcamentaria_6608e843-ded9-4933-8ddf-784269a9d40b.csv
despesa_orcamentaria_29_2018_270;270;IluminaÃ§Ã£o Publica;2018-01-02;dotacaoOrcamentaria_662f264a-c659-41a8-aaac-efe7ad7a05ad.csv
despesa_orcamentaria_29_2018_218;218;Manut. depto de Obras;2018-01-02;dotacaoOrcamentaria_6a7a6002-bc3a-4c0f-998a-03ad24253ade.csv
despesa_orcamentaria_29_2015_93;93;Apoio Administrativo;2015-01-02;dotacaoOrcamentaria_6f5d5b22-b2db-4a01-801d-2f0956263c67.csv
despesa_orcamentaria_29_2014_210;210;PavimentaÃ§Ã£o de Vias Publicas-ConvÃªnio Estado;2014-01-02;dotacaoOrcamentaria_712503d3-7eac-4f88-b8b7-789e826b32e5.csv
despesa_orcamentaria_29_2018_71;71;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2018-01-02;dotacaoOrcamentaria_71907f96-60d7-428a-9f6c-2eefa235828a.csv
despesa_orcamentaria_178_2017_19;19;Unidades de Saude/ 24Hs / Policlinica;2017-01-02;dotacaoOrcamentaria_74a4c601-b8dd-4d10-95e8-311b97664896.csv
despesa_orcamentaria_29_2019_305;305;ConvÃªnios com Entidades Educacionais;2019-03-25;dotacaoOrcamentaria_765e1af3-32be-4833-95e3-baa97cacbb75.csv
despesa_orcamentaria_178_2019_18;18;Manut. PSF e ESF;2019-01-02;dotacaoOrcamentaria_7668eaac-7d06-4019-8359-e421fa95683c.csv
despesa_orcamentaria_1984_2019_1;1;Fundo de Incentivo a Cultura;2019-01-02;dotacaoOrcamentaria_76891c8c-b382-4f7e-a827-041c28a69994.csv
despesa_orcamentaria_178_2018_75;75;Manut. da UPA da PrÃ³spera;2018-01-02;dotacaoOrcamentaria_77941ef1-b017-45eb-aef2-6ced07a91862.csv
despesa_orcamentaria_29_2019_284;284;Parques/PraÃ§as/Jardins;2019-01-02;dotacaoOrcamentaria_78f0e1ba-5f67-4b78-b346-55595d32adbe.csv
despesa_orcamentaria_29_2018_250;250;ConvÃªnio Rio de Manut. Manejo de Rios;2018-01-02;dotacaoOrcamentaria_79e6bfde-8c64-4061-89f0-ff16ad419382.csv
despesa_orcamentaria_29_2018_99;99;Manut. da Agricultura;2018-01-02;dotacaoOrcamentaria_7a927724-db03-4416-8073-495cd000559c.csv
despesa_orcamentaria_29_2018_101;101;Manut. da Agricultura;2018-01-02;dotacaoOrcamentaria_7c2056ce-c9c1-4c28-aabe-45bbcd9c1260.csv
despesa_orcamentaria_178_2019_32;32;Manut. SAMU;2019-01-02;dotacaoOrcamentaria_7ca4a584-5eb5-4b46-99db-22ca90b3e73b.csv
despesa_orcamentaria_191_2018_28;28;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2018-01-02;dotacaoOrcamentaria_8047fca1-f788-40c3-b512-a6232b49d6d6.csv
despesa_orcamentaria_29_2019_264;264;ConvÃªnio Rio de Manut. Manejo de Rios;2019-01-02;dotacaoOrcamentaria_81a0b15c-4720-42ea-8829-35191bde7af5.csv
despesa_orcamentaria_178_2019_42;42;Manut. CEOs;2019-01-02;dotacaoOrcamentaria_81e02e80-620c-49f7-b7e3-a4a8c84d9c3f.csv
despesa_orcamentaria_29_2019_80;80;Manut. do Patrimonio;2019-01-02;dotacaoOrcamentaria_826efadf-bd07-444f-9dfd-f760472bdefb.csv
despesa_orcamentaria_191_2016_41;41;ProteÃ§Ã£o Social Especial;2016-04-18;dotacaoOrcamentaria_82839cd7-cb41-42b3-b95d-561c210e5204.csv
despesa_orcamentaria_29_2019_12;12;Manut. da Diretoria de Logistica;2019-01-02;dotacaoOrcamentaria_852616d7-af54-4b0b-a4f4-fb05650e1374.csv
despesa_orcamentaria_29_2019_181;181;Transporte Escolar;2019-01-02;dotacaoOrcamentaria_868506a9-a8f6-42ca-97a0-149ca00e3629.csv
despesa_orcamentaria_178_2018_78;78;Manut. da UPA da PrÃ³spera;2018-01-02;dotacaoOrcamentaria_86c43097-2421-45ab-8e32-48246238a84a.csv
despesa_orcamentaria_29_2019_228;228;Manut. Gabinete do Secretario.;2019-01-02;dotacaoOrcamentaria_875e16f8-f2ea-4138-bf71-9208c820934f.csv
despesa_orcamentaria_29_2018_260;260;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2018-01-02;dotacaoOrcamentaria_8763e7ef-5692-4ab4-b7db-835416247b34.csv
despesa_orcamentaria_178_2018_140;140;Manut. PSF e ESF;2018-06-12;dotacaoOrcamentaria_87b0adf4-0ed8-46b2-bd43-eb7df822fc40.csv
despesa_orcamentaria_29_2018_307;307;Reforma e AmpliaÃ§Ã£o da Central de Material EsterilizÃ¡vel do Hospital Materno Infantil Santa Catarina - HMISC;2018-04-10;dotacaoOrcamentaria_8c5111f9-bae5-4925-ac7e-3240adeaeefe.csv
despesa_orcamentaria_29_2018_199;199;Nucleo de CooperaÃ§Ã£o Educacional;2018-01-02;dotacaoOrcamentaria_8d98ba91-49e1-431a-84be-c68fcb1ee750.csv
despesa_orcamentaria_29_2016_147;147;SentenÃ§as / AÃ§Ãµes Judiciais;2016-01-02;dotacaoOrcamentaria_8db88ed2-abf7-4d6f-9132-99ae5659ddab.csv
despesa_orcamentaria_191_2019_17;17;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_8f82cd65-c827-4cfe-8d19-a7f2361f9ea6.csv
despesa_orcamentaria_29_2018_184;184;"EspaÃ§o de FormaÃ§Ã£o e Pesquisa ""Prof. Paulo Freire"".";2018-01-02;dotacaoOrcamentaria_902b6878-86c0-4970-97d0-7ff0b7d1e360.csv
despesa_orcamentaria_29_2019_269;269;Pontes/Passarelas/Viadutos/Elevados;2019-01-02;dotacaoOrcamentaria_92ffe5a5-5d05-482f-af24-8e045ed2f873.csv
despesa_orcamentaria_181_2018_7;7;manut. dos sitemas de Ã¡gua e esgoto do Municpio, com recursos do Contrato CASAN/FUNSAB;2018-01-02;dotacaoOrcamentaria_932158d3-cbe7-4aca-a3f9-0a3ec1b26c63.csv
despesa_orcamentaria_29_2017_274;274;ImplantaÃ§Ã£o do Anel ViÃ¡rio;2017-01-02;dotacaoOrcamentaria_9b2444e6-2dbb-4452-8d0d-b691aee9d5a0.csv
despesa_orcamentaria_29_2016_114;114;Financeiro;2016-01-02;dotacaoOrcamentaria_9f79c2ba-352e-4e6a-aee3-ec90b03b0ed9.csv
despesa_orcamentaria_29_2019_73;73;Manut. do Gabinete do Secretario da Fazenda;2019-01-02;dotacaoOrcamentaria_a01b96c4-0bda-4878-8108-ff684eb766de.csv
despesa_orcamentaria_29_2016_105;105;GestÃ£o de Pessoas;2016-01-02;dotacaoOrcamentaria_a3c2bf12-2ff1-4ad7-a2d3-4fa2c57042b2.csv
despesa_orcamentaria_29_2014_124;124;Financeiro;2014-01-02;dotacaoOrcamentaria_a7903ec3-6fff-491d-a425-0f8fac7fd64f.csv
despesa_orcamentaria_178_2018_29;29;Manut. PSF e ESF;2018-01-02;dotacaoOrcamentaria_a7c2df78-c2c8-4ed2-b4ed-cc310b4d6535.csv
despesa_orcamentaria_29_2016_300;300;Limpeza Publica;2016-01-02;dotacaoOrcamentaria_a9d72d7b-3bde-4c28-ac9c-c8068dc9d1b1.csv
392365;1;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-01;dotacaoOrcamentaria_ae98c38a-9ad3-494d-a63e-6ab3acff9ae9.csv
despesa_orcamentaria_178_2018_120;120;ManutenÃ§Ã£o do Programa de AlimentaÃ§Ã£o e NutriÃ§Ã£o;2018-06-12;dotacaoOrcamentaria_af8afeba-5212-47a5-9a67-217d8889e857.csv
despesa_orcamentaria_29_2019_99;99;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_b152c2a5-3566-4aab-9970-27b1211d8358.csv
despesa_orcamentaria_29_2019_230;230;Manut. Depto Fisico e Territotial - DPFT;2019-01-02;dotacaoOrcamentaria_b233d432-101b-40f9-8c44-ee9fd533e939.csv
despesa_orcamentaria_178_2017_26;26;Vigilancia Sanitaria;2017-01-02;dotacaoOrcamentaria_b556ce67-1c51-47b6-bd57-34ab3ddcddf8.csv
despesa_orcamentaria_29_2019_120;120;Manut. do ConvÃªnio Corpo de Bombeiros;2019-01-02;dotacaoOrcamentaria_be0947b0-cd66-47b3-85ea-81879662f91e.csv
despesa_orcamentaria_178_2016_10;10;ServiÃ§os MÃ©dicos Laboratoriais;2016-01-02;dotacaoOrcamentaria_bf5d2614-f7ca-4e71-9281-4abce32e3a07.csv
despesa_orcamentaria_29_2018_33;33;Manut. da Ouvidoria;2018-01-02;dotacaoOrcamentaria_bf7113a0-6cef-4d8a-87c9-3458c17f6f47.csv
despesa_orcamentaria_29_2019_256;256;Centros Comunitarios;2019-01-02;dotacaoOrcamentaria_c017b874-4c8d-469b-b397-66cea1ac2d9d.csv
despesa_orcamentaria_191_2018_2;2;Manut. da GestÃ£o da Assitencia Social;2018-01-02;dotacaoOrcamentaria_c0c9a035-e657-440b-8f88-792690a56ef8.csv
despesa_orcamentaria_29_2019_40;40;Manut. da Junta do ServiÃ§o Militar;2019-01-02;dotacaoOrcamentaria_c5d984f7-59f7-405e-aa27-a5ef335bddfc.csv
despesa_orcamentaria_178_2019_64;64;Manut. Consorcio da SaÃºde-CISAMREC;2019-01-02;dotacaoOrcamentaria_c99c0f7d-9ec4-47c5-8026-a1ad94f75d0d.csv
despesa_orcamentaria_178_2018_35;35;Manut. do PACs;2018-01-02;dotacaoOrcamentaria_ca231218-cdbe-4292-8bd4-839396316e32.csv
despesa_orcamentaria_29_2018_65;65;AmortizaÃ§Ã£o/juros/SetenÃ§as/AÃ§Ãµes Judiciais/Aposentados e Pensionistas;2018-01-02;dotacaoOrcamentaria_cd2c6167-3b50-483b-b577-da43350df4c1.csv
despesa_orcamentaria_29_2018_57;57;Manut. do PROCON;2018-01-02;dotacaoOrcamentaria_cdc8def1-63ef-415a-8956-1c0b062b12d0.csv
despesa_orcamentaria_29_2013_216;216;ConvÃªnio Rio CriciÃºma;2013-01-02;dotacaoOrcamentaria_cf807ecc-a339-43cf-9a70-ffae70c2ed55.csv
despesa_orcamentaria_186_2018_8;8;Manut. da GestÃ£o da HabitaÃ§Ã£o;2018-01-02;dotacaoOrcamentaria_cf926fe2-c9be-499b-80f2-c02a7a5d7acd.csv
despesa_orcamentaria_29_2017_144;144;ConvÃªnio Corpo de Bombeiros;2017-01-02;dotacaoOrcamentaria_cfd580ef-f1d4-43af-84c4-3fdb1b062157.csv
despesa_orcamentaria_29_2019_165;165;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_d624cffd-7990-455c-86a5-6d22df565143.csv
despesa_orcamentaria_29_2019_136;136;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_d784ad0e-5cee-4c32-9170-f89e29768554.csv
despesa_orcamentaria_29_2018_273;273;Oficinas e Garagens;2018-01-02;dotacaoOrcamentaria_d7ac9d3d-5ecb-4a2f-af9d-d62eb247a474.csv
despesa_orcamentaria_29_2019_293;293;Frota Municipal;2019-01-02;dotacaoOrcamentaria_d9a4e1b0-f853-4d38-bfcf-e58f04b9d79f.csv
despesa_orcamentaria_178_2019_110;110;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_dbac0a48-5f5e-4dab-8d12-09892eb03f0e.csv
despesa_orcamentaria_29_2018_121;121;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2018-01-02;dotacaoOrcamentaria_dc0f0d4f-3bc4-4a0c-ab2f-07cac66df52a.csv
despesa_orcamentaria_29_2019_174;174;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_ddf08e5f-a970-4a09-86d3-72566e2c8e79.csv
despesa_orcamentaria_29_2018_161;161;Funcional do FUNDEB (Folha Pagamanento);2018-01-02;dotacaoOrcamentaria_dfd97468-5ddb-49b6-ab86-e4cac873e098.csv
despesa_orcamentaria_191_2019_22;22;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_e0493d55-9608-4b66-b0b7-eb55f1b2676e.csv
despesa_orcamentaria_29_2017_89;89;Controle Interno Geral;2017-01-02;dotacaoOrcamentaria_e0a06466-b0d8-4bb3-80a8-edfe3353acba.csv
despesa_orcamentaria_186_2019_13;13;Manut. da GestÃ£o da HabitaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_e1cc3445-13c5-4b0a-bd00-ec28cb3e45c8.csv
despesa_orcamentaria_29_2019_164;164;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_e449fde5-435b-437e-bfe0-b4da3c85d85d.csv
despesa_orcamentaria_178_2018_106;106;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2018-01-02;dotacaoOrcamentaria_e58905ea-4287-4336-8229-e4f7f53656a5.csv
391903;1;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-01;dotacaoOrcamentaria_e7bd899e-1a8b-4db5-936c-e1ec7b752eeb.csv
despesa_orcamentaria_29_2019_107;107;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_e867dd48-2489-4a47-bb69-4805990b80b4.csv
despesa_orcamentaria_29_2018_19;19;Manut. da Diretoria de Transito e Transporte;2018-01-02;dotacaoOrcamentaria_e8c6ffc3-fad5-402c-adb8-49ccf666417e.csv
despesa_orcamentaria_29_2019_315;315;ConvÃªnios com Entidades Educacionais;2019-12-27;dotacaoOrcamentaria_eafbf45d-c431-43de-8b60-9212e1ade967.csv
