numeroLicitacao;dataLicitacao;tipoLicitacao;justificativaDispensaLicitacao;origem_arquivo
241;2026-01-09;OUTROS; ;licitacao_4d76082f-99c9-405e-9635-28188c563889.csv
360/2018;2018-12-27;Concorr̻ncia p/ Obras e Serv. Eng.; ;licitacao_4d9fab26-4298-4a60-85fc-4604e4a0e966.csv
135/2013;2013-07-02;Preg̣o Presencial; ;licitacao_4da21513-4b68-440e-b74e-db9029e06681.csv
119/2014;2014-05-12;Dispensa p/ Compras e Servi̤os; ;licitacao_4e0279b4-88b3-43b3-b517-1ab00f6c41da.csv
3/2015;2015-02-27;Preg̣o Presencial; ;licitacao_4e14bfd4-d01d-4214-b792-513c9a19b2b1.csv
196/2018;2018-07-24;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_4e54404b-a183-4a8d-982a-edd087c0dc10.csv
171/2019;2019-06-14;Preg̣o Presencial; ;licitacao_4e661480-d64b-4a3a-9740-71872da5f1ad.csv
136/2019;2019-05-08;Preg̣o Presencial; ;licitacao_4f126d02-0324-4219-9735-5aed8957a675.csv
63/2018;2018-03-20;Preg̣o Presencial; ;licitacao_4f31694e-fb05-45b3-8559-284fd401472b.csv
41/2014;2014-12-16;Preg̣o Presencial; ;licitacao_500e50ea-92cf-4cb4-94ba-a2a6fd6ff9fe.csv
160/2019;2019-05-23;Preg̣o Presencial; ;licitacao_50157675-2d39-42e8-91e3-f50a5a46fb3a.csv
181/2019;2019-06-10;Convite p/ Compras e Servi̤os; ;licitacao_502040e5-df39-482c-a9c0-b6353f371092.csv
382/2018;2019-01-31;Convite p/ Compras e Servi̤os; ;licitacao_50644c52-2532-4484-a354-d241118e5d10.csv
48/2019;2019-07-16;Convite p/ Obras e Serv. Eng.; ;licitacao_509c56a6-83d7-48fa-a6d3-c937d65439c0.csv
46/2019;2019-03-15;Convite p/ Obras e Serv. Eng.; ;licitacao_50ffeef8-3ab3-47e1-b4ca-6393fdd567f0.csv
330/2018;2018-10-22;Inexigibilidade c/ Processo; ;licitacao_515726cc-05d9-4126-a7da-b9d29a9db32a.csv
14/2018;2018-02-27;Preg̣o Presencial; ;licitacao_5162671b-5df4-4a12-add2-c7af2cc261d7.csv
7/2016;2016-03-01;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_5167d7ed-3cdf-4938-80a7-db1dd808033c.csv
240/2011;2011-06-09;Preg̣o Presencial; ;licitacao_52369cda-9128-49cb-b3fd-c0a1a66e49d0.csv
41/2019;2019-03-20;Convite p/ Compras e Servi̤os; ;licitacao_5260e3f4-96ab-4ee8-bc50-85fd3f02b4a8.csv
370/2019;2019-12-03;Preg̣o Presencial; ;licitacao_527194bb-3c25-4e36-8ae1-f58490ea1ab6.csv
4/2019;2019-04-30;Convite p/ Compras e Servi̤os; ;licitacao_5301d401-ed04-4c43-8e25-f8373a86a34d.csv
123/2018;2018-04-17;Preg̣o Presencial; ;licitacao_5310410f-554c-42f7-8fe5-493d2cdb5e97.csv
263/2018;2018-09-03;Tomada de Pre̤o p/ Comp. e Serv.; ;licitacao_5335d2aa-f500-4ca2-adde-62d28dc3ecad.csv
216/2019;2019-07-09;Preg̣o Presencial; ;licitacao_5359d64a-2d24-431a-afed-25c5d4206ab0.csv
215/2015;2015-10-26;Preg̣o Presencial; ;licitacao_5372a615-3fef-46fa-b6e9-27b9fd3a466c.csv
89/2018;2018-12-07;Preg̣o Presencial; ;licitacao_53cff336-0e13-4967-adbe-d54f96458d83.csv
94/2019;2019-04-26;Preg̣o Presencial; ;licitacao_542aa41c-113c-49f7-8da1-c5e6ca0650c5.csv
191/2019;2019-06-10;Preg̣o Presencial; ;licitacao_543ee08e-59ef-4b73-93d7-c184bb01b773.csv
26/2019;2019-03-12;Convite p/ Compras e Servi̤os; ;licitacao_545d85f0-323f-43be-8cac-f3f6ef3042db.csv
238/2018;2018-08-10;Preg̣o Presencial; ;licitacao_54860d0c-c600-46ad-abfd-6513441ea277.csv
15/2013;2013-03-06;Preg̣o Presencial; ;licitacao_56136fab-9c0b-4493-88ad-b0c8d64b2e90.csv
267/2019;2019-09-25;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_566d2bf7-aebc-4f9f-86e9-6dda0e9d1b51.csv
61/2018;2018-08-29;Preg̣o Presencial; ;licitacao_56877c50-e4e2-4721-b3b7-0e9138d8bba1.csv
5/2018;2018-02-19;Preg̣o Presencial; ;licitacao_569ce7f0-3496-4b62-9327-59b4749150d7.csv
246/2019;2019-08-06;Preg̣o Presencial; ;licitacao_56ebab27-e4f6-4053-b0b7-4e128e1d9024.csv
74/2018;2018-09-28;Preg̣o Presencial; ;licitacao_575c26ff-a708-40f3-8eaa-90d6a89279fb.csv
59/2017;2017-05-15;Preg̣o Presencial; ;licitacao_57dd7a85-b445-46b6-a9a3-f21d2f19a816.csv
43/2019;2019-03-29;Convite p/ Compras e Servi̤os; ;licitacao_58ddc290-d916-44ec-a9d8-c81b476bef6d.csv
25/2019;2019-04-18;Dispensa p/ Compras e Servi̤os; ;licitacao_5a57e850-9731-43b8-8d84-b8ed55a1a557.csv
58/2019;2019-10-01;Convite p/ Compras e Servi̤os; ;licitacao_5aa8217d-e680-42d8-b626-2c90abb0a414.csv
15/2019;2019-02-01;Preg̣o Presencial; ;licitacao_5b0af534-d5ca-416d-affe-28bea6e3c65a.csv
212/2019;2019-07-04;Convite p/ Compras e Servi̤os; ;licitacao_5b259d2d-bdee-4cb6-8bb9-fc48c7e16ebf.csv
51/2019;2019-03-28;Convite p/ Compras e Servi̤os; ;licitacao_5bb532f0-8131-4de1-977d-cd6b9351c03a.csv
83/2019;2019-04-01;Preg̣o Presencial; ;licitacao_5c0e6380-30ec-4aff-a4d7-84c3b7c6ece6.csv
349/2019;2019-11-25;Convite p/ Compras e Servi̤os; ;licitacao_5cae4f1c-1c3a-4645-93f2-c7d4e14ae78e.csv
200/2017;2017-10-24;Dispensa p/ Compras e Servi̤os; ;licitacao_5d22af6b-27ce-45cc-8e6f-30eb78058098.csv
43/2018;2018-03-05;Preg̣o Presencial; ;licitacao_5e7c45ba-e5a0-4cf8-a4a8-d8d37a5424a0.csv
163/2019;2019-06-13;Concorr̻ncia p/ Obras e Serv. Eng.; ;licitacao_5fa0d45e-700d-4af4-92c0-ee97ae5abd31.csv
204/2018;2018-07-24;Preg̣o Presencial; ;licitacao_602669fe-b283-44ad-9f4c-5fa6edd63789.csv
14/2019;2019-02-05;Preg̣o Presencial; ;licitacao_60c8d40a-3568-432b-9467-ca5119c2615d.csv
76/2013;2014-01-03;Preg̣o Presencial; ;licitacao_60fa6c6b-ddbb-44ad-94fc-b3247a64e0d9.csv
305/2014;2015-02-04;Preg̣o Presencial; ;licitacao_6105f398-8b15-4f18-876c-0fdba373030b.csv
10/2016;2016-06-06;Convite p/ Compras e Servi̤os; ;licitacao_6144a348-d04b-4eda-92d8-65e7b6d913f6.csv
282/2018;2018-09-28;Preg̣o Presencial; ;licitacao_6152d5ce-6082-45b9-94bc-9bf18b57a920.csv
32/2018;2018-04-25;Dispensa p/ Compras e Servi̤os; ;licitacao_61e189e9-59eb-4606-8018-9bf28c9860ef.csv
372/2019;2019-12-10;Convite p/ Compras e Servi̤os; ;licitacao_6288ba03-9be9-48eb-a06e-af8cbbcef89f.csv
63/2019;2019-03-15;Preg̣o Presencial; ;licitacao_62f69d33-0c9f-4395-b83a-865c8c0b7a78.csv
145/2019;2019-07-03;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_630d5d63-f87c-4c23-a294-ec7db2872610.csv
8/2019;2019-02-20;Preg̣o Presencial; ;licitacao_63106eae-4f09-4cdb-a5bc-60747a384aa1.csv
201/2019;2019-07-02;Preg̣o Presencial; ;licitacao_63588cf6-b8c8-48cf-b221-c9f1c09c7fa3.csv
134/2019;2019-06-13;Preg̣o Presencial; ;licitacao_63d38dbe-01e0-49e6-99b0-9bbebd068d06.csv
253/2019;2019-08-13;Preg̣o Presencial; ;licitacao_64843309-8901-4fd7-9b80-266a9bc4f9ad.csv
31/2018;2018-02-28;Dispensa p/ Compras e Servi̤os; ;licitacao_64af205d-ee03-4537-8723-120f5cba7e16.csv
294/2019;2019-10-17;Convite p/ Obras e Serv. Eng.; ;licitacao_6507915b-16fe-4c52-8bbb-6a266127ad81.csv
113/2018;2018-04-11;Preg̣o Presencial; ;licitacao_658e5d75-c26b-4bae-b015-3bfcdc15c9c6.csv
24/2015;2016-01-04;Preg̣o Presencial; ;licitacao_65aec89b-74af-4f7f-94bf-8ec091a3496e.csv
273/2019;2019-09-17;Preg̣o Presencial; ;licitacao_65c4a0b8-4f50-443f-9589-d72a1f00ed53.csv
232/2019;2019-07-25;Preg̣o Presencial; ;licitacao_66106fe9-33df-4b44-ad4f-4a9d4f9a8968.csv
229/2006;2006-10-02;Dispensa p/ Compras e Servi̤os; ;licitacao_663993dd-1791-4408-8803-df9d68b02f7f.csv
260/2018;2018-08-31;Convite p/ Obras e Serv. Eng.; ;licitacao_673d319b-20bd-4a7c-a3bc-443d35916fa5.csv
324/2019;2019-10-30;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_6761b96b-6385-4e2a-b4a4-fb9fe96cb085.csv
349/2018;2018-12-11;Preg̣o Presencial; ;licitacao_68543ab2-3275-42aa-801c-c785979751cf.csv
336/2019;2019-11-01;Preg̣o Presencial; ;licitacao_6966cea3-22b9-4184-b20a-55e62c42f248.csv
95/2019;2019-05-29;Preg̣o Presencial; ;licitacao_69aa4919-0d3a-47ef-a2bb-ada90715d263.csv
140/2019;2019-05-27;Convite p/ Compras e Servi̤os; ;licitacao_69ac4798-175e-4060-96ea-1050ccf022db.csv
39/2019;2019-02-20;Dispensa p/ Compras e Servi̤os; ;licitacao_6a7bb425-00d6-4f0c-9444-ac9297f0e49d.csv
264/2018;2018-09-06;Convite p/ Compras e Servi̤os; ;licitacao_6adaf304-ff52-4933-9a3c-4a306bacf896.csv
221/2019;2019-07-05;Preg̣o Presencial; ;licitacao_6b1725ab-fca6-4511-a0d6-8f8cb46e762e.csv
197/2019;2019-09-05;Concorr̻ncia p/ Obras e Serv. Eng.; ;licitacao_6b281ff9-4042-43ab-ad75-048600f776f6.csv
208/2019;2019-06-26;Preg̣o Presencial; ;licitacao_6b41e8f7-5500-4677-b7e4-fe36281736f0.csv
381/2018;2018-12-21;Convite p/ Compras e Servi̤os; ;licitacao_6ba0f910-87f4-405c-bf9c-541cc52dfd77.csv
33/2018;2018-05-14;Convite p/ Obras e Serv. Eng.; ;licitacao_6bb39485-8a0f-435f-b2eb-a599a7597838.csv
352/2018;2018-12-07;Convite p/ Compras e Servi̤os; ;licitacao_6bfc553a-6786-40ad-a1d8-e43e0c5f1a8f.csv
157/2019;2019-05-21;Convite p/ Compras e Servi̤os; ;licitacao_6c0010d1-1692-438f-8eff-a32a3db1ca81.csv
59/2019;2019-04-01;Preg̣o Presencial; ;licitacao_6c2114af-19d2-4b53-8288-8d7c6270835c.csv
37/2012;2012-04-10;Dispensa p/ Compras e Servi̤os; ;licitacao_6cb44118-426f-4b7a-beba-6d8490279bce.csv
227/2019;2019-08-20;Preg̣o Presencial; ;licitacao_6d09ed9c-18ee-4b0c-ad66-7ef6b67947be.csv
14/2014;2014-07-15;Preg̣o Presencial; ;licitacao_6d1b9a5a-57e6-4ce6-a739-fa7d99cc5a57.csv
314/2019;2019-10-30;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_6d7f7f10-88b6-4799-aa9b-c630ebc667e3.csv
280/2019;2019-09-17;Convite p/ Compras e Servi̤os; ;licitacao_6e5f3a91-f372-4776-9bd0-5e4d624e4230.csv
13/2018;2019-03-19;Preg̣o Presencial; ;licitacao_6f16205e-6f2d-48c4-ab32-905a8b4448c7.csv
173/2017;2017-10-02;Preg̣o Presencial; ;licitacao_6f17c7f4-ae72-497f-a284-1b4ba2bbfdab.csv
313/2019;2019-10-10;Convite p/ Obras e Serv. Eng.; ;licitacao_6f3554ac-6063-4642-b789-da74e195e67a.csv
98/2019;2019-04-15;Convite p/ Compras e Servi̤os; ;licitacao_6f711d33-e90b-46ac-adc5-0494c6d75a78.csv
291/2018;2018-10-30;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_6faafad2-1bec-4e3f-9fa7-26c6b8cf0e32.csv
9/2019;2019-05-03;Convite p/ Compras e Servi̤os; ;licitacao_70b91eb5-6629-4fe6-a64a-0adaee932da6.csv
55/2019;2019-03-27;Convite p/ Compras e Servi̤os; ;licitacao_71bbfa64-63ae-4ea0-bc8f-26be57e58a70.csv
247/2019;2019-08-26;Convite p/ Compras e Servi̤os; ;licitacao_71c296ea-7571-483a-94a8-167fde360584.csv
274/2019;2019-09-02;Preg̣o Presencial; ;licitacao_731746a5-7c34-4734-90cf-68c59f64f9b6.csv
327/2018;2018-11-21;Preg̣o Presencial; ;licitacao_73de505b-b40a-4dd0-9e85-0dba0469e7a1.csv
48/2019;2019-03-27;Convite p/ Compras e Servi̤os; ;licitacao_73e32db2-3b79-4484-9f8b-7607d3b25242.csv
238/2019;2019-07-26;Preg̣o Presencial; ;licitacao_744dce8b-df2b-4426-8104-b05af0698cba.csv
97/2019;2019-04-11;Convite p/ Compras e Servi̤os; ;licitacao_75c616ae-9e58-42fe-bdce-3032903bf2e6.csv
250/2018;2018-08-02;Dispensa p/ Compras e Servi̤os; ;licitacao_76f8b2f2-13a8-4aba-9e9a-a41a827bfdb3.csv
107/2018;2018-04-10;Preg̣o Presencial; ;licitacao_770b4c4f-8cd1-43d8-abc4-6dc5070d7360.csv
366/2018;2018-12-17;Convite p/ Obras e Serv. Eng.; ;licitacao_7750ddd4-7dde-4b3f-b40f-d11a2b785605.csv
61/2019;2019-09-19;Convite p/ Compras e Servi̤os; ;licitacao_77c15ef5-d213-468e-8ec3-a1121cfb50bc.csv
226/2010;2010-07-27;Dispensa p/ Compras e Servi̤os; ;licitacao_7858488e-7e26-44dd-a722-a5f6773f6d9c.csv
29/2018;2018-02-20;Convite p/ Compras e Servi̤os; ;licitacao_7877acba-9082-4661-b063-e2b4a6252b58.csv
246/2018;2018-10-08;Preg̣o Presencial; ;licitacao_78b1ea1c-a1a2-4c21-99f3-49f52bc71339.csv
272/2019;2019-08-30;Preg̣o Presencial; ;licitacao_79169b64-b494-4ec4-8e4d-8812e06b0c18.csv
297/2018;2018-10-10;Convite p/ Obras e Serv. Eng.; ;licitacao_79828ef6-c6b4-4248-a937-b046d420d31f.csv
65/2016;2016-10-19;Preg̣o Presencial; ;licitacao_7a23ff8c-91f2-4648-8ed6-0c88e59bf9dd.csv
147/2019;2019-05-16;Preg̣o Presencial; ;licitacao_7aa7b66b-bde5-4ef9-a3f6-a0d44d1ead67.csv
236/2019;2019-08-27;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_7ac4ae35-d137-483b-af42-3f1bb68e8a0f.csv
195/2018;2018-07-20;Preg̣o Presencial; ;licitacao_7b408aa1-a7bd-4c6d-b944-e946e4a34709.csv
72/2018;2018-04-10;Preg̣o Presencial; ;licitacao_7b7aba58-99bc-4b42-a848-b27eb7cd9383.csv
389/2018;2019-01-17;Preg̣o Presencial; ;licitacao_7ba865af-62fa-4af6-bbb9-91194f59445b.csv
297/2019;2019-09-03;Dispensa p/ Compras e Servi̤os; ;licitacao_7be9d9b8-2b22-4c3d-8e43-c56b7f43cb5a.csv
181/2018;2018-07-24;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_7c087e1a-0a06-4682-bb31-946401276a1f.csv
213/2019;2019-07-19;Concorr̻ncia p/ Obras e Serv. Eng.; ;licitacao_7cab2d26-ff70-44ed-b295-d13e10cfd561.csv
342/2019;2019-11-25;Convite p/ Compras e Servi̤os; ;licitacao_7d4f7c09-9063-4a95-b2a5-0c0a1aecbc54.csv
124/2019;2019-04-30;Preg̣o Presencial; ;licitacao_7e075742-ac03-46c5-b00d-38c2ea2be369.csv
378/2018;2018-12-11;Dispensa p/ Compras e Servi̤os; ;licitacao_7e5f14f3-f90c-482c-a9f0-3be0cb2cfcec.csv
307/2018;2018-11-30;Preg̣o Presencial; ;licitacao_7e6ebb74-f32c-403c-b81d-9ea864547d47.csv
355/2018;2018-12-11;Preg̣o Presencial; ;licitacao_7edb941b-d864-4852-8471-7d5e43c97a51.csv
387/2019;2019-12-23;Preg̣o Presencial; ;licitacao_7fceb076-5b56-44e4-a0c5-4295897e7cd2.csv
279/2019;2019-07-02;Preg̣o Presencial; ;licitacao_7fffe38b-1d35-4928-848a-cf6a7ea1f503.csv
275/2019;2019-09-02;Preg̣o Presencial; ;licitacao_80646fb3-aa1c-4b23-ace3-cd331d021e69.csv
376/2018;2019-02-26;Tomada de Pre̤o p/ Comp. e Serv.; ;licitacao_80ccc029-c9ca-4cde-a2ec-d36d831bb5db.csv
203/2018;2018-07-12;Preg̣o Presencial; ;licitacao_816afe66-9163-4878-b0a2-e83b121e8156.csv
350/2019;2019-11-20;Preg̣o Presencial; ;licitacao_8214fed5-99ed-4579-9c67-e231191636d6.csv
335/2019;2019-10-31;Preg̣o Presencial; ;licitacao_82dc1553-7178-4f5a-8739-3d87f284638f.csv
155/2019;2019-05-16;Preg̣o Presencial; ;licitacao_83035750-665b-45b5-b040-459f46ab23ac.csv
333/2018;2018-12-07;Preg̣o Presencial; ;licitacao_834d2741-7112-4dc3-9b82-3ddb6dec5b9b.csv
207/2018;2018-07-17;Preg̣o Presencial; ;licitacao_8395875c-5a95-4c7b-a457-857f81fa1fa2.csv
209/2019;2019-06-26;Preg̣o Presencial; ;licitacao_83cac30a-30ae-4fbe-80d3-20d74c6c610c.csv
29/2019;2019-02-14;Convite p/ Compras e Servi̤os; ;licitacao_83f95ace-224e-4965-8437-b2afa6d609de.csv
385/2019;2019-12-23;Preg̣o Presencial; ;licitacao_843830be-21a7-44b5-8bfa-f93db86e7288.csv
337/2018;2018-12-11;Convite p/ Compras e Servi̤os; ;licitacao_849050f1-bde9-4394-9d9c-e8d28e30a364.csv
22/2015;2016-02-25;Convite p/ Compras e Servi̤os; ;licitacao_8515e0f4-20ce-4d5e-9d2f-f02b3176b66f.csv
212/2017;2018-06-04;Concorr̻ncia p/ Compras e Serv.; ;licitacao_861c4a1a-4598-465e-9ba4-fe4461dd2e35.csv
6/2016;2016-01-18;Dispensa p/ Compras e Servi̤os; ;licitacao_86844d4e-1ef6-43af-ac7c-9028a213c270.csv
41/2018;2018-05-29;Dispensa p/ Compras e Servi̤os; ;licitacao_86c24054-8da5-4f86-b96b-87d55308ca8a.csv
318/2019;2019-10-17;Convite p/ Compras e Servi̤os; ;licitacao_86c42be8-9328-4c48-9f6d-4a7538b26f2e.csv
243/2019;2019-08-05;Preg̣o Presencial; ;licitacao_86d4f2fb-78cd-4295-a62c-71cc7544cee9.csv
348/2018;2018-11-29;Convite p/ Obras e Serv. Eng.; ;licitacao_876a665e-c5aa-4594-9c73-c02ed72106b6.csv
92/2018;2018-12-17;Convite p/ Obras e Serv. Eng.; ;licitacao_8800eb38-849e-434b-b736-c56c3bd12f41.csv
329/2018;2018-11-28;Preg̣o Presencial; ;licitacao_88346a37-5fbb-4421-913a-b6f6d7d0a774.csv
212/2018;2018-08-31;Preg̣o Presencial; ;licitacao_88d659bf-e6c0-49f2-b1d9-5bf03a7b4755.csv
361/2018;2018-12-06;Preg̣o Presencial; ;licitacao_893e6b8c-923f-4db6-a5ac-9a1549081968.csv
22/2017;2017-06-20;Convite p/ Compras e Servi̤os; ;licitacao_89aa804c-992b-452c-9271-0945b7ce49e8.csv
176/2019;2019-06-05;Convite p/ Obras e Serv. Eng.; ;licitacao_8a039029-0e7b-437a-9b5d-782bfdb67e8c.csv
283/2019;2019-09-13;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_8a383dac-aced-4046-bebc-5bf722e369fa.csv
26/2013;2013-04-03;Dispensa p/ Compras e Servi̤os; ;licitacao_8b0d39a9-76f5-4e54-a06b-b0e887d9b123.csv
133/2019;2019-04-18;Dispensa p/ Compras e Servi̤os; ;licitacao_8b5ee375-f7bd-45df-add2-2ce0c5c96ed0.csv
18/2019;2019-03-11;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_8baa3d3c-ca67-4013-9e1d-e9e6c9fed640.csv
11/2019;2019-02-28;Preg̣o Presencial; ;licitacao_8d02061e-3601-40e3-be61-bda55c8095a5.csv
5/2019;2019-04-22;Inexigibilidade c/ Processo; ;licitacao_8d4b001e-b37e-4060-889d-b3a17bda0ad8.csv
217/2019;2019-08-21;Concorr̻ncia p/ Obras e Serv. Eng.; ;licitacao_8e0b7262-aba8-4a90-9d43-553580255039.csv
363/2018;2018-11-27;Inexigibilidade c/ Processo; ;licitacao_8e2d4a6c-8382-4f5d-a620-2ada58163bb6.csv
7/2019;2019-01-21;Dispensa p/ Compras e Servi̤os; ;licitacao_8ed0ac2c-c12e-4b9c-a87a-9202ec23431d.csv
277/2018;2018-09-11;Convite p/ Compras e Servi̤os; ;licitacao_8f4fb787-e93a-4777-95b4-b7613aff388f.csv
92/2018;2018-03-29;Preg̣o Presencial; ;licitacao_8f6a7fe9-690f-4270-b00a-5345f83f1012.csv
328/2018;2018-11-14;Preg̣o Presencial; ;licitacao_8fd93852-52fd-4782-86f3-d7fa71c5a97f.csv
12/2019;2019-07-08;Preg̣o Presencial; ;licitacao_90098fac-ae0f-4ff2-bf5f-c027a5cde9ba.csv
315/2019;2019-10-04;Preg̣o Presencial; ;licitacao_906598b4-e904-41ad-bb63-c698da1e6011.csv
302/2019;2019-09-26;Preg̣o Presencial; ;licitacao_908c58b8-24d4-4199-b33c-2d2ae62bbb0e.csv
128/2019;2019-04-30;Preg̣o Presencial; ;licitacao_909e6a23-6ff3-4595-9634-7130ba0599cd.csv
14/2017;2017-06-01;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_90e98120-77fb-4c39-875c-1fdacb46998d.csv
154/2019;2019-05-28;Convite p/ Compras e Servi̤os; ;licitacao_91687219-b41d-431c-82ca-f47bbb2b859c.csv
63/2018;2018-08-23;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_91721f3b-071c-4d37-8b86-b4fb69e55590.csv
54/2019;2019-03-27;Convite p/ Compras e Servi̤os; ;licitacao_917cd6ce-33a5-4176-99cb-b0f9536c5ca3.csv
319/2019;2019-10-17;Convite p/ Compras e Servi̤os; ;licitacao_91bf1452-249a-4d35-983b-57d828488014.csv
384/2019;2019-12-23;Preg̣o Presencial; ;licitacao_91c778c3-bd84-4f43-bab5-cce4b62b4fc0.csv
66/2019;2019-04-04;Convite p/ Compras e Servi̤os; ;licitacao_930c0925-9c3e-46cb-8bb6-f5629d09343c.csv
37/2019;2019-07-15;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_936bf620-b243-4cb9-bc27-31e577ad5886.csv
185/2019;2019-06-12;Convite p/ Obras e Serv. Eng.; ;licitacao_9523dd31-52c3-49b4-aba2-70030d9a45ea.csv
342/2018;2018-11-21;Preg̣o Presencial; ;licitacao_95b9cf8e-2b6d-4fc4-b606-b527fbb75df6.csv
320/2011;2011-10-24;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_95c2916b-a62c-463a-9fdc-e1c6ab4d8a3c.csv
311/2018;2018-11-26;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_95cbe8dd-135c-4ec3-98f9-c33e1f3041b8.csv
37/2019;2019-03-13;Convite p/ Compras e Servi̤os; ;licitacao_95e70f84-e136-4e09-85d4-4bb5c8997ef4.csv
306/2018;2018-10-31;Convite p/ Compras e Servi̤os; ;licitacao_962ad453-a4ed-487a-903a-7ceebb6c966a.csv
53/2017;2017-11-22;Tomada de Pre̤o p/ Comp. e Serv.; ;licitacao_96a89080-c07d-41bf-ab7f-78e0dc19583c.csv
153/2019;2019-05-24;Convite p/ Compras e Servi̤os; ;licitacao_96bbb77b-1a59-4e44-a5a9-f305482d6fb0.csv
16/2019;2019-10-18;Preg̣o Presencial; ;licitacao_9827447b-7994-4766-a3c6-56e6ff2d0e6d.csv
112/2019;2019-04-23;Convite p/ Compras e Servi̤os; ;licitacao_9a0350cb-ed8a-44a6-a1eb-321e20d3dacc.csv
139/2019;2019-05-23;Convite p/ Compras e Servi̤os; ;licitacao_9a98edf1-7b24-4c33-b20d-de5421ec3d41.csv
218/2018;2018-08-14;Preg̣o Presencial; ;licitacao_9ab53361-2393-4db3-9031-0c374eda8a32.csv
3/2019;2019-01-30;Preg̣o Presencial; ;licitacao_9b50267e-8d23-4fdc-befa-94dca6b854ee.csv
383/2018;2019-01-14;Preg̣o Presencial; ;licitacao_9be7e6f2-0d5f-49ff-aad2-bd55f18e3351.csv
13/2018;2018-03-07;Preg̣o Presencial; ;licitacao_9bfd80b7-f097-4800-bf21-969168386d17.csv
40/2019;2019-03-18;Convite p/ Compras e Servi̤os; ;licitacao_9c97e6db-17cd-4ca2-968c-6409b7a5fa65.csv
179/2019;2019-06-12;Convite p/ Compras e Servi̤os; ;licitacao_9d5bca0a-d576-4970-b1ec-43afad6ea181.csv
266/2018;2018-10-03;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_9e7699c8-97a6-42d9-9c11-4bda1d911602.csv
359/2019;2019-12-06;Preg̣o Presencial; ;licitacao_9e7d7163-6e4e-4695-9aa0-d22a202ae049.csv
265/2019;2019-08-06;Dispensa p/ Compras e Servi̤os; ;licitacao_9ecb3ec4-80b3-4751-92d2-69322bc99a12.csv
66/2019;2019-11-04;Tomada de Pre̤o p/ Obras e Serv. Eng.; ;licitacao_9f03e863-9859-4c82-b440-e27e12a7503b.csv
47/2019;2019-08-14;Convite p/ Compras e Servi̤os; ;licitacao_9f675a1a-bb20-4022-bb49-51d13bb3b586.csv
55/2018;2018-03-12;Convite p/ Compras e Servi̤os; ;licitacao_9f6a231b-34ed-4649-a2e2-6b26bc1e473a.csv
115/2019;2019-04-08;Inexigibilidade c/ Processo; ;licitacao_9fad1a26-b7bd-4f38-9715-13c47656853c.csv
255/2018;2018-09-04;Preg̣o Presencial; ;licitacao_a02e99ab-2cd2-4e73-b0df-9677b37ffc66.csv
132/2018;2018-11-23;Preg̣o Presencial; ;licitacao_a044c733-a69a-443f-9e97-a11619f996d4.csv
89/2019;2019-04-02;Convite p/ Compras e Servi̤os; ;licitacao_a1041415-046d-4d97-849c-5800df67fc62.csv
339/2019;2019-11-12;Preg̣o Presencial; ;licitacao_a112df03-3efb-4179-bef9-e4afdd914ba9.csv
68/2019;2019-04-02;Convite p/ Compras e Servi̤os; ;licitacao_a1c5d3ad-7cdd-4709-b474-2d78ca88512c.csv
8/2018;2018-01-15;Inexigibilidade c/ Processo; ;licitacao_a20e6193-8051-490c-b68a-b16b85b64fa1.csv
74/2016;2016-12-16;Preg̣o Presencial; ;licitacao_a210449f-6f05-4086-983a-fd2086efd2be.csv
240/2019;2019-07-29;Preg̣o Presencial; ;licitacao_a2ac4069-ddfd-4151-b7e1-76c3bb9a7a17.csv
222/2015;2015-10-06;Dispensa p/ Obras e Serv. Eng.; ;licitacao_a2b8e9ab-adf4-4a7c-aaaa-4a3e06422371.csv
