cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
34.368.776/0001-80;10379169;Mola do motor hidrÃ¡ulico D150B (CÃ³d.: 84228127);9;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;189;170.1;189;170.1;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379170;PistÃ£o do motor hidrÃ¡ulico D150B (CÃ³d.: 84228109);10;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;7;UND;4186;3767.4;598;538.2;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379171;Placa do motor hidrÃ¡ulico D150B (CÃ³d.: 84228107);11;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;3780.9;3402.81;3780.9;3402.81;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379172;Reparo de vedaÃ§Ã£o do motor hidrÃ¡ulico (CÃ³d.: 12344);12;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;780;702;780;702;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379173;Rolamento do motor hidrÃ¡ulico D150B (CÃ³d.: 84228133);13;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;160;144;160;144;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379174;Rolamento do motor hidrÃ¡ulico D150B (CÃ³d.: 84228134);14;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;190;171;190;171;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379175;Tambor do motor hidrÃ¡ulico D150B (CÃ³d.: 84228108);15;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;UND;4980;4482;4980;4482;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
34.368.776/0001-80;10379176;MÃ£o de obra para execuÃ§Ã£o dos serviÃ§os de reparaÃ§Ã£o;16;BDG SERVICOS E COMERCIO DE PECAS E FERRAMENTAS EIR;1;SV;13160;11844;13160;11844;itensVencedores_3695bcee-2a5a-44e0-83bc-75aec21abdbb.csv
27.238.756/0001-20;10376673;ALIMENTO A BASE DE SOJA - ORIGINAL - NA CENTRAL;1;BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI;2000;UND;15360;15100;7.68;7.55;itensVencedores_385b8304-f248-40e1-bb22-b3169f40190b.csv
78.627.106/0001-07;10376678;LEITE SEMI DESNATADO ZERO LACTOSE - NA CENTRAL;2;TEVIAN COMERCIAL LTDA;3720;LS;13726.8;12052.8;3.69;3.24;itensVencedores_385b8304-f248-40e1-bb22-b3169f40190b.csv
17.861.674/0001-83;38355;ConstruÃ§Ã£o de uma Unidade BÃ¡sica de SaÃºde - UBS (Porte I), c;1;KAMIG ENGENHARIA LTDA.;1;SER;791314.77;625000;791314.77;625000;itensVencedores_38fb89d1-fa5f-4685-8428-ba651bb0f1dd.csv
83.662.387/0001-79;10302212;CERTIFICADO;8;GRAFICA E EDITORA SANTO ANTONIO LTDA;6000;UND;5700;660;0.95;0.11;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
83.662.387/0001-79;10375492;Convites.;9;GRAFICA E EDITORA SANTO ANTONIO LTDA;800;UND;3280;600;4.1;0.75;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
83.662.387/0001-79;10379034;Provas alunos 1 Âº ano do Ensino Fundamental;12;GRAFICA E EDITORA SANTO ANTONIO LTDA;14000;UND;8260;5600;0.59;0.4;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
83.662.387/0001-79;10379035;Provas alunos 2 Âº ano do Ensino Fundamental;13;GRAFICA E EDITORA SANTO ANTONIO LTDA;13000;UND;7670;4940;0.59;0.38;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
08.432.848/0001-00;10375483;Apostila  Libras;1;ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA;400;UND;14532;9136;36.33;22.84;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
08.432.848/0001-00;10379029;Banner Tamanho 0,50 cm x 1,00 m;2;ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA;50;UND;3550;1500;71;30;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
08.432.848/0001-00;10379031;Banner Tamanho 1,20 cm x 1,50 m;4;ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA;80;UND;10533.6;6400;131.67;80;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
08.432.848/0001-00;10369687;CartÃµes (Dia do Professor, Diretor);7;ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA;2500;UND;1550;350;0.62;0.14;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
08.432.848/0001-00;10379032;Diretriz Curricular da EducaÃ§Ã£o Infantil.;10;ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA;500;UND;26665;20750;53.33;41.5;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
06.286.545/0001-92;10379030;Banner Tamanho 1,20 cm x 1,30 m;3;GALATAS MIDIAS E EVENTOS LTDA;80;UND;10240;4374.4;128;54.68;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
10.376.272/0001-44;10375486;Caderno para baixa visÃ£o;5;PEDRO ERNESTO VOGEL NUNES;100;UND;1520;940;15.2;9.4;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
10.376.272/0001-44;10365268;Capa de TransferÃªncia.;6;PEDRO ERNESTO VOGEL NUNES;5000;UND;5800;2050;1.16;0.41;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
10.376.272/0001-44;10379033;informativo;11;PEDRO ERNESTO VOGEL NUNES;3000;UND;1710;780;0.57;0.26;itensVencedores_3a9d3a1b-41e2-4278-b281-9ab9ae2bc3a4.csv
10.442.984/0001-14;10364957;Bacia na cor branca 34 litros;2;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;20;UND;523.6;410;26.18;20.5;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10375892;Bacia na cor branca  13,5 litros;3;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;70;UND;965.3;945;13.79;13.5;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10364956;Bacia na cor branca 8 litros;4;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;70;UND;689.5;454.3;9.85;6.49;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;340100223;Bandeja de plÃ¡stico ou polietileno reforÃ§ado.;6;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;4310;4060;21.55;20.3;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378792;Bandeja retangular de plÃ¡stico;7;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;2444;2020;12.22;10.1;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10364959;Bule;9;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;50;UND;3923.5;3922.5;78.47;78.45;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10100926;Bule de alumÃ­nio;10;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;50;UND;6111;5000;122.22;100;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378794;Caixa Vazada PlÃ¡stica na cor preta;11;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;35;UND;1675.1;903;47.86;25.8;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378797;Caixa organaizadora de plastico baixa;13;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;100;UND;3562;3560;35.62;35.6;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378798;Caixa organaizadora de plastico 12,5 litros;14;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;5544;4090;27.72;20.45;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378799;Caixa organaizadora de plastico 30L;15;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;150;UND;7407;5685;49.38;37.9;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378800;Caixa organaizadora de plastico 50L;16;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;12;UND;959.88;747;79.99;62.25;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378801;Caixa plÃ¡stica empilhÃ¡vel;17;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;100;UND;4050;3920;40.5;39.2;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10364274;CANECA ESCOLAR;18;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;2000;UND;6080;4580;3.04;2.29;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10369245;Cesto Expositor  EmpilhÃ¡vel;19;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;20;UND;804.6;398;40.23;19.9;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;130400594;CHALEIRA nÃºmero 22;20;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;50;UND;3980.5;3840;79.61;76.8;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378803;Espumadeira de alumino nÂ°12;29;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;50;UND;825.5;825;16.51;16.5;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10105167;FACA;30;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;150;UND;12370.5;2248.5;82.47;14.99;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378804;Faca de pÃ¢o;32;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;150;UND;1719;1710;11.46;11.4;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10101590;GARRAFA TERMICA;36;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;40;UND;2734.8;1519.6;68.37;37.99;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10375904;Garrafa tÃ©rmica inox 1,8 litros;37;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;40;UND;3800;2636;95;65.9;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;130400629;Jarra;38;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;3090;1458;15.45;7.29;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378806;Lixeira basculante - 10L Branca;39;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;2964;2964;14.82;14.82;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378807;Lixeira basculante - 60L Branca;40;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;11312;10940;56.56;54.7;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378808;Lixeira PlÃ¡stica com pedal - 25 Litros branca;41;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;12124;12120;60.62;60.6;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378809;Lixeira PlÃ¡stica com pedal - 50Litros branca;42;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;200;UND;17320;17300;86.6;86.5;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378810;Luva mÃ£o de gato;43;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;3;UND;130.47;130.2;43.49;43.4;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;130400710;PEGADOR DE SALADA;52;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;150;UND;2118;1102.5;14.12;7.35;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;10378816;Ralador e fatiador;53;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;85;UND;3612.5;1317.5;42.5;15.5;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
10.442.984/0001-14;130400975;Xicara de cha com pires;60;DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA;1500;UND;18540;18540;12.36;12.36;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;130400624;Colher  grande De polietileno,  com no mÃ­nimo 40 cm;21;ELO COMERCIO E SERVICOS EIRELI;150;UND;1500;715.5;10;4.77;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;130400591;escorredor macarrÃ£o n. 40;27;ELO COMERCIO E SERVICOS EIRELI;20;UND;1159.2;2080;57.96;104;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;130400782;ESCORREDOR DE MACARRÃO;28;ELO COMERCIO E SERVICOS EIRELI;30;UND;1339.5;2628.9;44.65;87.63;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;10375905;PÃ¡ maciÃ§a;44;ELO COMERCIO E SERVICOS EIRELI;150;UND;10200;7948.5;68;52.99;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;10100923;PANELA DE PRESSAO;45;ELO COMERCIO E SERVICOS EIRELI;16;UND;5712;4122.56;357;257.66;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;10378814;CaldeirÃ£o tipo hotel alumÃ­nio nÃºmero 38;50;ELO COMERCIO E SERVICOS EIRELI;30;UND;3897;2663.7;129.9;88.79;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;10378818;Socador para feijÃ£o;55;ELO COMERCIO E SERVICOS EIRELI;30;UND;2595.9;1809.3;86.53;60.31;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.990.312/0001-02;130400727;TÃ¡bua (placa de corte);58;ELO COMERCIO E SERVICOS EIRELI;150;UND;9775.5;7410;65.17;49.4;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378793;Bomboniere de vidro com tampa;8;BIG MIX COM. VAREJISTA DE VARIEDADES;5;UND;242.7;225;48.54;45;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378795;Caixa Vazada PlÃ¡stica Branca;12;BIG MIX COM. VAREJISTA DE VARIEDADES;100;UND;7846;7060;78.46;70.6;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10372717;COLHER MACIÃA EM POLIETILENO;22;BIG MIX COM. VAREJISTA DE VARIEDADES;150;UND;5998.5;5665.5;39.99;37.77;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10375899;Colher de mesa;23;BIG MIX COM. VAREJISTA DE VARIEDADES;2000;UND;4920;3740;2.46;1.87;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378802;Concha em aÃ§o inox;24;BIG MIX COM. VAREJISTA DE VARIEDADES;100;UND;1116;880;11.16;8.8;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10375900;Concha hotel em alumÃ­nio nÂº 12;25;BIG MIX COM. VAREJISTA DE VARIEDADES;30;UND;570;570;19;19;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;130400523;CORTADOR LEGUMES DUPLA FACE;26;BIG MIX COM. VAREJISTA DE VARIEDADES;85;UND;1030.2;1000.45;12.12;11.77;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10375901;Faca de Mesa De Inox;31;BIG MIX COM. VAREJISTA DE VARIEDADES;1000;UND;4030;2050;4.03;2.05;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;130400352;FRIGIDEIRA;33;BIG MIX COM. VAREJISTA DE VARIEDADES;70;UND;6965;4448.5;99.5;63.55;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10375902;Garfo Mesa De Inox;35;BIG MIX COM. VAREJISTA DE VARIEDADES;1000;UND;2540;1820;2.54;1.82;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10375913;Panela de pressÃ£o  20,8 Litros;46;BIG MIX COM. VAREJISTA DE VARIEDADES;16;UND;6670.4;4909.6;416.9;306.85;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378811;CaÃ§arola de alumÃ­nio nÃºmero 32;47;BIG MIX COM. VAREJISTA DE VARIEDADES;30;UND;2577.6;2543.1;85.92;84.77;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378812;Panela tipo caÃ§arola hotel nÂ° 40;48;BIG MIX COM. VAREJISTA DE VARIEDADES;30;UND;3659.7;3480;121.99;116;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378813;Panela tipo caÃ§arola nÂ° 45;49;BIG MIX COM. VAREJISTA DE VARIEDADES;30;UND;6104.4;5460;203.48;182;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10378815;CaldeirÃ£o tipo hotel alumÃ­nio  nÃºmero 30;51;BIG MIX COM. VAREJISTA DE VARIEDADES;30;UND;4444.8;3390;148.16;113;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.309.817/0001-50;10364279;PRATOS DE VIDRO;63;BIG MIX COM. VAREJISTA DE VARIEDADES;1000;UND;4360;2690;4.36;2.69;itensVencedores_3baf0962-cc76-4f77-996f-f3c084375f94.csv
14.311.571/0001-51;37784;Lauro Muller;1;GA TOP SEGURANCA E MEDICINA DO TRABALHO LTDA;1;UN;29000;18000;29000;18000;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
14.311.571/0001-51;37785;Cocal do Sul;2;GA TOP SEGURANCA E MEDICINA DO TRABALHO LTDA;1;UN;31000;10000;31000;10000;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
14.311.571/0001-51;37787;Urussanga;3;GA TOP SEGURANCA E MEDICINA DO TRABALHO LTDA;1;UN;35000;8000;35000;8000;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
09.124.183/0001-21;37788;Forquilhinha;4;PREV & SEG ASSESSORIA E SEGURANCA DO TRABALHO LTDA;1;UN;48000;47000;48000;47000;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
09.124.183/0001-21;37789;IÃ§ara;5;PREV & SEG ASSESSORIA E SEGURANCA DO TRABALHO LTDA;1;UN;61000;60000;61000;60000;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
32.785.936/0001-61;37790;CriciÃºma;6;AHBS - SEGURANCA DO TRABALHO EIRELI;1;UN;149000;147500;149000;147500;itensVencedores_3ce8771f-a365-4868-bf45-d1cf37b9d813.csv
09.645.568/0001-34;10379006;Fornecimento e implantaÃ§Ã£o de tachÃ£o a base de resina - Bi d;1;FRANKS ALVES BERTO;1500;UND;52500;47250;35;31.5;itensVencedores_3d5ba85e-f0a8-4719-9f79-c8379e6c8069.csv
09.645.568/0001-34;10379007;Fornecimento e implantaÃ§Ã£o de TachÃ£o a base de resina - Mono;2;FRANKS ALVES BERTO;800;UND;28000;25200;35;31.5;itensVencedores_3d5ba85e-f0a8-4719-9f79-c8379e6c8069.csv
09.645.568/0001-34;10379008;Fornecimento e implantaÃ§Ã£o de Tachinha Bi direcional 11 x 8;3;FRANKS ALVES BERTO;400;UND;6000;5400;15;13.5;itensVencedores_3d5ba85e-f0a8-4719-9f79-c8379e6c8069.csv
09.645.568/0001-34;10379009;Fornecimento e implantaÃ§Ã£o de Tachinha Mono direcional 11 x;4;FRANKS ALVES BERTO;400;UND;6000;5400;15;13.5;itensVencedores_3d5ba85e-f0a8-4719-9f79-c8379e6c8069.csv
82.996.703/0001-86;10377341;DESM. ÃNTONIO PIZZETTI - BAIRRO NOSSA SENHORA DA SALETE;7;UNIMED-Coop.Med.Reg. Carb. Ltda;1;UND;150000;150000;150000;150000;itensVencedores_3e62d59b-26a2-475c-9dac-573e1ccbd84d.csv
02.921.346/0001-58;10377340;ÃREA INDUSTRIAL - DISTRITO INDUSTRIAL MATRÃCULA 128.901;6;ANJO QUIMICA DO BRASIL LTDA;1;UND;500000;500100;500000;500100;itensVencedores_3e62d59b-26a2-475c-9dac-573e1ccbd84d.csv
***.057.319-**;10377343;LOTEAMENTO VERDINHO - BAIRRO VERDINHO MATRÃCULA 19.935;9;NATAL PERUCH NETO;1;UND;30000;31000;30000;31000;itensVencedores_3e62d59b-26a2-475c-9dac-573e1ccbd84d.csv
***.057.319-**;10377345;LOTEAMENTO VERDINHO - BAIRRO VERDINHO MATRÃCULA 19.936;11;NATAL PERUCH NETO;1;UND;30000;31000;30000;31000;itensVencedores_3e62d59b-26a2-475c-9dac-573e1ccbd84d.csv
02.604.047/0001-90;10379309;veÃ­culo novo tipo camioneta 0km para transporte de detentos;1;FORAUTO VEICULOS E PEÃAS LTDA;3;UND;685860;685860;228620;228620;itensVencedores_3e7ef007-94cf-4d54-86be-75a3e3701961.csv
20.648.046/0001-29;10379189;ContrataÃ§Ã£o de empresa especializada em consultoria para org;1;NAZARIO TREINAMENTO PROFISSIONAL LTDA;6;MES;17400;17400;2900;2900;itensVencedores_3f11689a-4296-4a23-8b62-6c1155e90b1f.csv
83.665.141/0001-50;10378834;Exc de serviÃ§os necessÃ¡rios Ã  realizaÃ§Ã£o das obras de t;1;SETEP CONSTRUCOES S.A;1;SV;3069435.05;2799645.06;3069435.05;2799645.06;itensVencedores_3fc56e82-6328-4015-9cd1-9cfdc0c01da5.csv
12.572.292/0001-16;10377178;Abrigo de Ã´nibus metÃ¡lico, galvanizado a fogo e com pintura;1;EDISON VENSON - ME;36;UND;136800;131400;3800;3650;itensVencedores_40a1b325-303d-42b2-82a3-dca24b1698bb.csv
82.691.296/0001-07;10377512;ExecuÃ§Ã£o de reconstruÃ§Ã£o de muro de contenÃ§Ã£o do solo e muro;1;EMPREITEIRA DE MAO DE OBRA CROCETA LTDA;1;SV;94372.39;88821.88;94372.39;88821.88;itensVencedores_410aff5c-a34a-408a-94b1-7348cd7f320b.csv
76.340.132/0001-24;10379182;Cabine,operador de porta,portas de pavimento automÃ¡ticas;1;ELEVADORES CASTELO LTDA;1;UND;78502;66608.21;78502;66608.21;itensVencedores_411a3a31-9973-4d69-8c28-5e4bf3c85434.csv
76.340.132/0001-24;10379183;"mao de  obra;";2;ELEVADORES CASTELO LTDA;1;SV;9900;8391.79;9900;8391.79;itensVencedores_411a3a31-9973-4d69-8c28-5e4bf3c85434.csv
03.505.263/0001-40;37125;Seringa descartÃ¡vel para insulina, estÃ©ril de plÃ¡stico, capa;1;PRODUVALE PRODUTOS HOSPITALARES LTDA;150000;UN;45000;48000;0.3;0.32;itensVencedores_4193c65c-3058-4d74-92c1-97b2d8b2f75d.csv
03.505.263/0001-40;39300;Seringa descartÃ¡vel p/ insulina estÃ©ril de plÃ¡stico cap 50 U;2;PRODUVALE PRODUTOS HOSPITALARES LTDA;500000;UN;220000;160000;0.44;0.32;itensVencedores_4193c65c-3058-4d74-92c1-97b2d8b2f75d.csv
05.343.029/0001-90;37128;TIRA REAGENTE para glicemia capilar.;3;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA;1900000;UN;760000;665000;0.4;0.35;itensVencedores_4193c65c-3058-4d74-92c1-97b2d8b2f75d.csv
24.277.245/0001-29;10373337;CÃ¢mara de ar 1000x20 com valvula de metal;1;DS PNEUS LTDA;30;UND;2852.1;2220;95.07;74;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10113493;CÃ¢mara de ar 13;4;DS PNEUS LTDA;5;UND;181.35;110;36.27;22;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10102607;CAMARA DE AR 1300X24;5;DS PNEUS LTDA;20;UND;4982.2;2980;249.11;149;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10109662;CÃ¢mara de ar 14;6;DS PNEUS LTDA;10;UND;362.7;210;36.27;21;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10100668;CÃ¢mara de ar 1400x24;7;DS PNEUS LTDA;20;UND;4952.6;2980;247.63;149;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10102915;CAMARA DE AR 17,5X25;9;DS PNEUS LTDA;4;UND;884;796;221;199;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10366450;CÃ¢mara de ar 20.5x25;11;DS PNEUS LTDA;2;UND;928;638;464;319;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10301196;CÃ¢mara de ar 750 x 16;12;DS PNEUS LTDA;10;UND;430.4;350;43.04;35;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
24.277.245/0001-29;10305185;Pneu Novo 1000x20, radial, misto, borrachudo, 16 lonas;14;DS PNEUS LTDA;60;UND;114000;92100;1900;1535;itensVencedores_41f71467-57a2-4914-9c28-c254ea4961b6.csv
